id,title,verdict,chosen_clip,vendor_stem,confidence,why
fedb_dumbbell_alternate_bicep_curl,Dumbbell Alternate Bicep Curl,proposed,Dumbbell Alternate Biceps Curl,alternate biceps curl dumbbell,1.0,"Exact match for movement, equipment, and alternating action."
vid_dumbbell_rear_lateral_raise,Dumbbell Bent-Over Rear Lateral Raise,proposed,Dumbbell Rear Lateral Raise,dumbbell lateral raise rear,1.0,"Matches equipment, movement; bent-over is standard."
vid_dumbbell_hammer_grip_incline_bench_row,Dumbbell Hammer-Grip Incline Bench Row,proposed,Dumbbell Hammer Grip Incline Bench Two Arm Row,arm bench dumbbell grip hammer incline row two,1.0,guard flagged 'adds variant ['arm']'; judged the same exercise
vid_dumbbell_incline_hammer_press,Dumbbell Incline Hammer Press,proposed,Dumbbell Incline Hammer Shoulder Press,dumbbell hammer incline press shoulder,1.0,"Matches equipment, incline, hammer grip, and overhead press."
vid_dumbbell_one_arm_triceps_extension,Dumbbell One-Arm Triceps Extension,proposed,Dumbbell One Arm Triceps Extension (on bench),arm bench dumbbell extension one triceps,1.0,guard flagged 'adds equipment ['bench']'; judged the same exercise
vid_dumbbell_pronate_grip_triceps_extension,Dumbbell Pronated-Grip Triceps Extension,proposed,Dumbbell Pronate-grip Triceps Extension,dumbbell extension grip pronate triceps,1.0,"Exact name match, implies correct movement and grip."
vid_dumbbell_reverse_grip_row,Dumbbell Reverse-Grip Row,proposed,Dumbbell Bent-Over Reverse Row,bent dumbbell over reverse row,1.0,guard flagged 'adds variant ['bent']'; judged the same exercise
fedb_dumbbell_seated_one-leg_calf_raise,Dumbbell Seated One-Leg Calf Raise,proposed,Dumbbell Seated One Leg Calf Raise Hammer Grip,calf dumbbell grip hammer leg one raise seated,0.9,guard flagged 'adds equipment ['hammer']'; judged the same exercise
vid_dumbbell_bench_seated_press,Dumbbell Seated Press with Back Support,proposed,Dumbbell Bench Seated Press,bench dumbbell press seated,1.0,guard flagged 'adds equipment ['bench']'; judged the same exercise
vid_dumbbell_seated_triceps_extension,Dumbbell Seated Triceps Extension,proposed,dumbbell overhead extension seated,dumbbell extension overhead seated,1.0,guard flagged 'adds variant ['overhead']'; judged the same exercise
fedb_dumbbell_shoulder_press,Dumbbell Shoulder Press,proposed,Dumbbell Seated Shoulder Press,dumbbell press seated shoulder,1.0,guard flagged 'adds variant ['seated']'; judged the same exercise
vid_stretching_dynamic_chest_stretch,Dynamic Chest Stretch,proposed,Arms Wide Chest Stretch,arm chest stretch wide,0.9,"guard flagged 'adds variant ['arm', 'wide']'; judged the same exercise"
vid_ez_barbell_lying_triceps_extension,EZ-Bar Lying Triceps Extension,proposed,Barbell lying triceps skull crushers,barbell crushers lying skull triceps,1.0,guard flagged 'adds equipment ['barbell']'; judged the same exercise
fedb_elliptical_trainer,Elliptical Trainer,proposed,Gym Elliptical Machine Sprint Speed,elliptical machine speed sprint,1.0,guard flagged 'adds equipment ['machine']'; judged the same exercise
vid_elliptical,Elliptical Trainer Workout,proposed,Gym Elliptical Machine Normal Speed,elliptical machine normal speed,1.0,guard flagged 'adds equipment ['machine']'; judged the same exercise
vid_stretching_feet_and_ankles_rotation_stretch,Feet and Ankle Rotations,proposed,Ankle circles,ankle circles,1.0,Rotations and circles are synonymous for this movement
fedb_flat_bench_leg_pull-in,Flat Bench Leg Pull-In,proposed,bench knee tucks,bench knee tucks,1.0,guard flagged 'adds variant ['knee']'; judged the same exercise
fedb_flat_bench_lying_leg_raise,Flat Bench Lying Leg Raise,proposed,lying leg raise,leg lying raise,0.9,"Standard lying leg raise, often performed on a flat surface like a bench."
vid_stretching_flexion_leg_sit_up,Flexion Leg Sit-Up,proposed,Situps,sit,1.0,Description matches a standard bodyweight sit-up.
vid_jack_knife_floor,Floor Jackknife,proposed,jack knives,jack knives,1.0,"Movement matches a tuck jackknife, a type of jackknife."
fedb_front_box_jump,Front Box Jump,proposed,box jump,box jump,1.0,"Standard box jump, 'front' clarifies direction, not a variant."
vid_stretching_front_toe_touch,Front Toe Touch,proposed,standing toe touch,standing toe touch,1.0,guard flagged 'adds variant ['standing']'; judged the same exercise
fedb_hack_squat,Hack Squat,proposed,Hack Squat Machine Squat,hack machine squat,1.0,guard flagged 'adds equipment ['machine']'; judged the same exercise
fedb_hanging_pike,Hanging Pike,proposed,Hanging Leg Raises,hanging leg raise,0.9,guard flagged 'adds movement ['raise']'; judged the same exercise
vid_hanging_straight_leg_hip_raise,Hanging Straight Leg Hip Raise,proposed,Hanging Leg Raises,hanging leg raise,0.95,General term encompasses straight leg and hip raise.
vid_hanging_straight_leg_raise,Hanging Straight Leg Raise,proposed,Hanging Leg Raises,hanging leg raise,0.9,Standard hanging leg raise implies straight legs.
vid_hip_raise_bridge,Hip Raise Bridge,proposed,Glute Bridge Bodyweight,bodyweight bridge glutes,1.0,Direct match for bodyweight hip raise bridge.
vid_incline_push_ups,Incline Push-Up,proposed,Incline Push-Up (on box),box incline push,1.0,guard flagged 'adds equipment ['box']'; judged the same exercise
inverted_row_with_straps,Inverted Row with Straps,proposed,Suspension Trainer with Grips Inverted Row,grips inverted row suspension trainer,1.0,"guard flagged 'adds equipment ['grips', 'suspension', 'trainer']'; judged the same exercise"
vid_stretching_kneeling_triceps_extension,Kneeling Triceps Stretch,proposed,overhead triceps stretch side angle,angle overhead side stretch triceps,0.9,"guard flagged 'adds variant ['overhead', 'side']'; judged the same exercise"
fedb_leverage_chest_press,Leverage Chest Press,proposed,Chest Press Machine,chest machine press,0.9,guard flagged 'adds equipment ['machine']'; judged the same exercise
fedb_leverage_decline_chest_press,Leverage Decline Chest Press,proposed,machine chest press decline,chest decline machine press,1.0,guard flagged 'adds equipment ['machine']'; judged the same exercise
leverage_high_row,Leverage High Row,proposed,Hammer Strength Plate Loaded High Row Both Arms,arm both hammer high loaded plate row strength,1.0,"guard flagged 'adds equipment ['hammer', 'plate']'; judged the same exercise"
fedb_leverage_incline_chest_press,Leverage Incline Chest Press,proposed,machine chest press incline,chest incline machine press,1.0,guard flagged 'adds equipment ['machine']'; judged the same exercise
fedb_leverage_shoulder_press,Leverage Shoulder Press,proposed,Iso Lateral Shoulder Press Both Arms,arm both iso lateral press shoulder,0.9,"guard flagged 'adds variant ['arm', 'iso', 'lateral']'; judged the same exercise"
fedb_low_cable_crossover,Low Cable Crossover,proposed,Cable low fly,cable fly low,0.9,guard flagged 'adds movement ['fly']'; judged the same exercise
vid_stretching_calf_stretch_with_strap,Lying Calf Stretch with a Strap,proposed,Calf Stretch with Rope,calf rope stretch,1.0,guard flagged 'adds equipment ['rope']'; judged the same exercise
vid_lying_floor_leg_raise,Lying Floor Leg Raise,proposed,lying leg raise,leg lying raise,0.9,Direct match; 'floor' implied by 'lying'.
vid_lying_scissor_kick_female,Lying Scissor Kick,proposed,scissors kick,kick scissors,1.0,Exact name and movement match.
vid_lying_straight_leg_raise,Lying Straight Leg Raise,proposed,Leg raises (straight legs),leg raise straight,1.0,Direct match for body position and movement.
vid_lever_high_row,Machine High Row,proposed,Hammer Strength Plate Loaded High Row Both Arms,arm both hammer high loaded plate row strength,1.0,"guard flagged 'adds equipment ['hammer', 'plate']'; judged the same exercise"
vid_lever_horizontal_leg_press,Machine Horizontal Leg Press,proposed,Horizontal Leg Press,horizontal leg press,0.95,Matches horizontal leg press machine; normal stance implied.
vid_lever_lying_chest_press,Machine Lying Chest Press,proposed,Chest Press Machine,chest machine press,1.0,Exact match for machine chest press.
vid_lever_seated_crunch,Machine Seated Crunch,proposed,abdominal crunches machine,ab crunch machine,1.0,"Exact match for machine, seated, and crunch movement."
vid_lever_seated_dips,Machine Seated Dip,proposed,triceps dip machine,dip machine triceps,0.9,"Machine, seated, performs a dip movement."
vid_lever_seated_reverse_fly,Machine Seated Reverse Fly,proposed,Reverse Machine Fly,fly machine reverse,1.0,"Matches equipment, movement; seated is implied by machine."
vid_lever_military_press,Machine Shoulder Press,proposed,Iso Lateral Shoulder Press Both Arms,arm both iso lateral press shoulder,0.9,"guard flagged 'adds variant ['arm', 'iso', 'lateral']'; judged the same exercise"
vid_lever_standing_hip_extension,Machine Standing Hip Extension,proposed,Multi Hip Glute Extension,extension glutes hip multi,1.0,"Matches machine, standing position, and hip extension."
fedb_machine_triceps_extension,Machine Triceps Extension,proposed,Tricep Extension Machine,extension machine tricep,1.0,Exact match for the exercise name and equipment.
vid_lever_triceps_extension_neutral_grip,Machine Triceps Extension - Neutral Grip,proposed,Tricep Extension Machine,extension machine tricep,1.0,Exact match for 'Machine Triceps Extension'.
narrow_stance_leg_press,Narrow Stance Leg Press,proposed,leg press machine close stance,close leg machine press stance,1.0,guard flagged 'adds equipment ['machine']'; judged the same exercise
one_arm_lat_pulldown,One Arm Lat Pulldown,proposed,Cable one arm lat pulldown,arm cable down lat one pull,1.0,guard flagged 'adds equipment ['cable']'; judged the same exercise
vid_lever_pec_deck_fly,Pec Deck Fly,proposed,pec deck fly machine,deck fly machine pec,1.0,guard flagged 'adds equipment ['machine']'; judged the same exercise
vid_stretching_plyo_side_lunge_stretch,Plyometric Side Lunge Stretch,proposed,plyo side lunge stretch,lunge plyometric side stretch,1.0,"Exact name match, movement description aligns."
fedb_preacher_curl,Preacher Curl,proposed,preacher curl ez bar,bar curl ezbar preacher,1.0,guard flagged 'adds equipment ['ezbar']'; judged the same exercise
vid_pull_up_wide_front_grip,Pull-Up - Wide Grip to the Chest,proposed,pull up wide grip,grip pull wide,1.0,Direct match for wide grip pull-up.
fedb_rack_pulls,Rack Pulls,proposed,Barbell rack pull,barbell pull rack,1.0,guard flagged 'adds equipment ['barbell']'; judged the same exercise
vid_reverse_grip_machine_lat_pulldown,Reverse-Grip Machine Lat Pulldown,proposed,reverse grip lat pull down,down grip lat pull reverse,1.0,Direct match for reverse grip machine pulldown.
vid_ring_high_row,Ring High Row,proposed,Suspension Trainer with Grips High Row,grips high row suspension trainer,1.0,"guard flagged 'adds equipment ['grips', 'suspension', 'trainer']'; judged the same exercise"
rope_straight_arm_pulldown,Rope Straight-Arm Pulldown,proposed,Cable Straight Arm Pulldown,arm cable down pull straight,1.0,guard flagged 'adds equipment ['cable']'; judged the same exercise
vid_rotate_push_up_female,Rotating Push-Up,proposed,Normal Push-up,normal push,0.9,Instructions describe a normal push-up movement.
rowing_intervals,Row Intervals,proposed,Gym Rowing Machine Fast Speed,fast machine rowing speed,1.0,"overridden by hand: the rowing ERG, not a seated row machine"
treadmill_intervals,Run Intervals,proposed,Running,running,0.9,"Core movement is running; 'intervals' describes structure, not different movemen"
vid_stretching_runners_stretch,Runner's Stretch,proposed,runner stretch,runner stretch,1.0,"Direct name match, movement description aligns perfectly."
fedb_seated_calf_raise,Seated Calf Raise,proposed,seated calf machine,calf machine seated,1.0,guard flagged 'adds equipment ['machine']'; judged the same exercise
fedb_seated_leg_curl,Seated Leg Curl,proposed,Seated leg curl machine,curl leg machine seated,1.0,guard flagged 'adds equipment ['machine']'; judged the same exercise
vid_single_dumbbell_stiff_leg_deadlift,Single-Dumbbell Stiff-Leg Deadlift,proposed,Dumbbell Stiff Leg Deadlift,deadlift dumbbell leg stiff,1.0,Direct match for dumbbell stiff-leg deadlift.
fedb_single-leg_leg_extension,Single-Leg Leg Extension,proposed,Seated leg extension single leg,extension leg seated single,1.0,guard flagged 'adds variant ['seated']'; judged the same exercise
vid_ball_sit_up_on_stability_ball,Sit-Up on a Stability Ball,proposed,Ball Sit-up,ball sit,1.0,Direct name match for sit-up on stability ball.
ski_erg_steady,Ski Erg Steady Pull,proposed,Ski Ergometer Cross Country Ski Basic Pull,basic country cross ergometer pull ski,1.0,guard flagged 'adds variant ['cross']'; judged the same exercise
vid_sled_45_degree_calf_press,Sled 45-Degree Calf Press,proposed,Calf raise leg press machine,calf leg machine press raise,0.9,guard flagged 'adds equipment ['machine']'; judged the same exercise
fedb_smith_machine_bench_press,Smith Machine Bench Press,proposed,smith machine press flat,flat machine press smith,1.0,"Exact match for smith machine, flat, and press."
vid_smith_seated_shoulder_press,Smith Machine Seated Shoulder Press,proposed,smith machine shoulder press,machine press shoulder smith,1.0,"Matches equipment, movement; seated is confirmed by instructions."
vid_stretching_spinal_stretch_on_exercise_ball,Spinal Stretch on an Exercise Ball,proposed,exercise ball back stretch,back ball stretch,1.0,guard flagged 'adds variant ['back']'; judged the same exercise
vid_stretching_spine_stretch,Spine Stretch,proposed,Cat Stretch,cat stretch,1.0,Cat Stretch is the exact movement described (Cat Pose).
vid_stretching_stairs_calf_stretch,Stairs Calf Stretch,proposed,Calves stretch on stairs,calves stairs stretch,1.0,Exact match for calf stretch performed on stairs.
vid_stretching_standing_back_rotation_stretch,Standing Back Rotation Stretch,proposed,middle back rotation stretch,back middle rotation stretch,1.0,Clip name directly describes the standing upper body rotation.
vid_cable_standing_fly_crossover_fly,Standing Cable Crossover Fly,proposed,Cable Standing Up Straight Crossovers,cable crossovers standing straight,1.0,Matches standing cable crossover movement and description.
vid_cable_standing_inner_curl,Standing Cable Inner Biceps Curl,proposed,biceps curl cable wide grip,biceps cable curl grip wide,1.0,guard flagged 'adds variant ['wide']'; judged the same exercise
vid_stretching_standing_side_bend_bent_arm,Standing Side Bend - Bent Arm,proposed,Arm Tuck Side Bend,arm bend side tuck,0.8,"Matches standing, side bend, and bent arm position."
rowing_steady,Steady Row,proposed,Gym Rowing Machine Normal Speed,machine normal rowing speed,1.0,"overridden by hand: the rowing ERG, not a seated row machine"
treadmill_steady_run,Steady-State Run,proposed,Treadmill Running,running treadmill,1.0,Core movement is running on a treadmill; 'steady-state' is intensity.
fedb_step_mill,Step Mill,proposed,Stepmill machine Steps,machine stepmill steps,1.0,guard flagged 'adds equipment ['machine']'; judged the same exercise
straight_arm_pulldown,Straight-Arm Pulldown,proposed,Cable Straight Arm Pulldown,arm cable down pull straight,1.0,guard flagged 'adds equipment ['cable']'; judged the same exercise
fedb_t-bar_row_with_handle,T-Bar Row with Handle,proposed,Landmine row,landmine row,0.9,guard flagged 'adds equipment ['landmine']'; judged the same exercise
fedb_thigh_abductor,Thigh Abductor,proposed,Seated Hip Abductor Machine,abduction hip machine seated,1.0,guard flagged 'adds equipment ['machine']'; judged the same exercise
fedb_thigh_adductor,Thigh Adductor,proposed,Seated Machine Hip Adductor,adduction hip machine seated,1.0,guard flagged 'adds equipment ['machine']'; judged the same exercise
fedb_two-arm_dumbbell_preacher_curl,Two-Arm Dumbbell Preacher Curl,proposed,preacher curl dumbbells simultaneous,curl dumbbell preacher simultaneous,1.0,"Exact match for equipment, arms, and movement."
vid_vertical_leg_raise_on_parallel_bars,Vertical Leg Raise on Parallel Bars,proposed,Captains chair leg raise,captains chair leg raise,1.0,guard flagged 'adds equipment ['chair']'; judged the same exercise
treadmill_warmup_walk,Warm-up Walk,proposed,Treadmill walk,treadmill walk,1.0,Core movement is walking on a treadmill; 'warm-up' is a purpose.
fedb_weighted_ball_hyperextension,Weighted Ball Hyperextension,proposed,Back extension on exercise ball,back ball extension,0.9,guard flagged 'adds movement ['extension']'; judged the same exercise
vid_weighted_sissy_squat,Weighted Sissy Squat,proposed,Dumbbell Supported Sissy Squat,dumbbell sissy squat supported,0.9,guard flagged 'adds equipment ['dumbbell']'; judged the same exercise
fedb_wide-grip_pulldown_behind_the_neck,Wide-Grip Pulldown Behind The Neck,proposed,behind neck lat pull down machine,behind down lat machine neck pull,0.9,guard flagged 'adds equipment ['machine']'; judged the same exercise
vid_wide_grip_push_ups,Wide-Grip Push-Up,proposed,wide push ups bodyweight,bodyweight push ups wide,1.0,Exact match for wide grip push-up.
fedb_zottman_preacher_curl,Zottman Preacher Curl,proposed,Dumbbell Zottman Preacher Curl,curl dumbbell preacher zottman,1.0,guard flagged 'adds equipment ['dumbbell']'; judged the same exercise
