item_id,population,current_tags,title,summary,steps,equipment_id,current_app_behaviour,disposition,tags,rationale
ea_barbell_bicep_curl_close_grip,TAGGED,elbow,Barbell Bicep Curl Close Grip,"Stand upright with your feet shoulder-width apart, holding a barbell with both hands using a close supinated grip (palms facing foreward). Your hands should be closer than shoulder-width apart","Stand upright with your feet shoulder-width apart, holding a barbell with both hands using a close supinated grip (palms facing foreward). Your hands should be closer than shoulder-width apart Engage your core and keep your elbows close to your torso. Slowly curl the barbell up towards your shoulders, maintaining the supinated grip with your palms facing upward Squeeze your biceps at the top of the movement, ensuring your elbows stay stationary and close to your body Slowly lower the barbell back to the starting position with control, extending your arms fully. Repeat for the desired number of repetitions",barbell,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_barbell_bicep_curl_normal_grip,TAGGED,elbow,Barbell Bicep Curl Normal Grip,"Stand upright with your feet shoulder-width apart, holding a barbell with both hands using a supinated grip (palms facing forward). Your hands should be about shoulder-width apart","Stand upright with your feet shoulder-width apart, holding a barbell with both hands using a supinated grip (palms facing forward). Your hands should be about shoulder-width apart Keep your elbows close to your torso. Slowly curl the barbell up towards your shoulders, maintaining the supinated grip with your palms facing upward Squeeze your biceps at the top of the movement, ensuring your elbows stay stationary and close to your body Slowly lower the barbell back to the starting position with control, extending your arms fully. Repeat for the desired number of repetitions",barbell,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_barbell_bicep_curl_wide_grip,TAGGED,elbow,Barbell Bicep Curl Wide Grip,"Stand upright with your feet shoulder-width apart, holding a barbell with both hands using a supinated grip (palms facing forward). Your hands should be about a fist wider than shoulder-width apart","Stand upright with your feet shoulder-width apart, holding a barbell with both hands using a supinated grip (palms facing forward). Your hands should be about a fist wider than shoulder-width apart Keep your elbows close to your torso. Slowly curl the barbell up towards your shoulders, maintaining the supinated grip with your palms facing upward Squeeze your biceps at the top of the movement, ensuring your elbows stay stationary and close to your body Slowly lower the barbell back to the starting position with control, extending your arms fully. Repeat for the desired number of repetitions",barbell,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_barbell_biceps_curl,TAGGED,elbow,Barbell Biceps Curl,"Stand upright with your feet shoulder-width apart, holding a barbell with both hands using a supinated grip (palms facing forward). Your hands should be about shoulder-width apart","Stand upright with your feet shoulder-width apart, holding a barbell with both hands using a supinated grip (palms facing forward). Your hands should be about shoulder-width apart Keep your elbows close to your torso. Slowly curl the barbell up towards your shoulders, maintaining the supinated grip with your palms facing upward Squeeze your biceps at the top of the movement, ensuring your elbows stay stationary and close to your body Slowly lower the barbell back to the starting position with control, extending your arms fully. Repeat for the desired number of repetitions",barbell,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_barbell_box_squat,TAGGED,ankle hip knee upper_back,Barbell Box Squat,"Stand with your feet shoulder-width apart, back facing a sturdy box. Position a barbell across your upper back, gripping it with both hands, slightly wider than shoulder-width apart","Stand with your feet shoulder-width apart, back facing a sturdy box. Position a barbell across your upper back, gripping it with both hands, slightly wider than shoulder-width apart Slowly lower your body into a squat position by bending your knees and pushing your hips back, keeping your spine neutral Lower yourself until your glutes lightly touch the box or bench. Ensure your knees track over your toes and do not cave inward Push through your heels to stand back up to the starting position, extending your hips and knees fully. Repeat for the desired number of repetitions",squat_rack,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_barbell_bulgarian_split_squat,TAGGED,ankle hip knee upper_back,Barbell Bulgarian Split Squat,"Stand with your back turned to a bench, holding a barbell across your upper back. Grip the bar with your hands slightly wider than shoulder-width apart","Stand with your back turned to a bench, holding a barbell across your upper back. Grip the bar with your hands slightly wider than shoulder-width apart Place one foot behind you on the bench, ensuring the top of your foot is resting on the bench Keep your chest up, and maintain a neutral spine. Begin the squat by bending your front knee and lowering your body until your back knee nearly touches the floor Push through the heel of your front foot to return to the starting position, extending your hip and knee fully. Repeat for the desired number of repetitions, then switch legs",barbell,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_barbell_bulgarian_split_squat_left_front_back_view,TAGGED,ankle hip knee upper_back,Barbell Bulgarian Split Squat Left Front-back View,"Stand with your back turned to a box, holding a barbell across your upper back. Grip the bar with your hands slightly wider than shoulder-width apart","Stand with your back turned to a box, holding a barbell across your upper back. Grip the bar with your hands slightly wider than shoulder-width apart Place one foot behind you on the box, ensuring the top of your foot is resting on the box Keep your chest up, and maintain a neutral spine. Begin the squat by bending your front knee and lowering your body until your back knee nearly touches the floor Push through the heel of your front foot to return to the starting position, extending your hip and knee fully. Repeat for the desired number of repetitions, then switch legs",barbell,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_barbell_bulgarian_split_squat_left_side_view,TAGGED,ankle hip knee upper_back,Barbell Bulgarian Split Squat Left Side View,"Stand with your back turned to a box, holding a barbell across your upper back. Grip the bar with your hands slightly wider than shoulder-width apart","Stand with your back turned to a box, holding a barbell across your upper back. Grip the bar with your hands slightly wider than shoulder-width apart Place one foot behind you on the box, ensuring the top of your foot is resting on the box Keep your chest up, and maintain a neutral spine. Begin the squat by bending your front knee and lowering your body until your back knee nearly touches the floor Push through the heel of your front foot to return to the starting position, extending your hip and knee fully. Repeat for the desired number of repetitions, then switch legs",barbell,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_barbell_calf_jump,TAGGED,ankle knee upper_back,Barbell Calf Jump,Stand upright with your feet shoulder-width apart and a barbell placed securely across your upper back. Keep your torso upright,"Stand upright with your feet shoulder-width apart and a barbell placed securely across your upper back. Keep your torso upright Bend your knees to preload tension, keeping your heels grounded Extend your knees and drive through your forefeet to raise your heels explosively, lifting your body upward without jumping off the ground Slowly lower your heels back to the floor and repeat",barbell,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_barbell_clean_and_jerk,TAGGED,lower_back shoulder wrist,Barbell Clean and Jerk,"Stand with your feet hip-width apart, gripping the barbell with an overhand grip slightly wider than shoulder-width apart. Bend your knees and hinge at your hips to lower your body and grasp the barbell","Stand with your feet hip-width apart, gripping the barbell with an overhand grip slightly wider than shoulder-width apart. Bend your knees and hinge at your hips to lower your body and grasp the barbell Explosively extend your hips and knees to lift the barbell off the floor, pulling it up to your shoulders while keeping it close to your body. Rotate your elbows under the bar as you catch it in a front rack position Dip by bending your knees, then explosively extend your hips and knees to drive the barbell overhead. Simultaneously, split your legs into a lunge position to stabilize the weight overhead Fully extend your arms and legs to complete the lift. Carefully bring your feet back together and lower the barbell to your shoulders, then back to the floor. Repeat for the desired number of repetitions",barbell,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_barbell_clean_and_jerk_split_squat,TAGGED,ankle hip knee lower_back shoulder wrist,Barbell Clean and Jerk Split Squat,"Lean with your feet shoulder-width apart, holding a barbell with an overhand grip. Clean the barbell to your shoulders by explosively lifting it from the floor, shrugging your shoulders, and rotating your wrists so the bar rests on your shoulders with your elbows pointing forward","Lean with your feet shoulder-width apart, holding a barbell with an overhand grip. Clean the barbell to your shoulders by explosively lifting it from the floor, shrugging your shoulders, and rotating your wrists so the bar rests on your shoulders with your elbows pointing forward Engage your core and slightly dip your knees. Explosively push the barbell overhead by extending your legs and arms fully Step into a split squat position by moving one leg forward and the other leg back, lowering your body until your back knee nearly touches the floor. Ensure your front knee tracks over your toes and your back knee is bent Push through the heel of your front foot to stand back up, bringing your feet together while keeping the barbell overhead. Carefully lower the barbell back to the starting position. Repeat for the desired number of repetitions, alternating the leg that steps forward for each rep",barbell,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_barbell_clean_and_press,TAGGED,knee lower_back shoulder wrist,Barbell Clean and Press,"Start in a squatted position with your feet shoulder-width apart, holding a barbell with an overhand grip. The barbell should be on the floor in front of you","Start in a squatted position with your feet shoulder-width apart, holding a barbell with an overhand grip. The barbell should be on the floor in front of you Explosively lift the barbell by extending your hips and knees, shrugging your shoulders, and rotating your wrists so the bar rests on your shoulders with your elbows pointing forward (clean position) From the clean position, engage your core and press the barbell overhead by extending your arms fully. Keep the bar slightly behind your head at the top of the movement Slowly lower the barbell back to your shoulders with control, then return the barbell to the floor by reversing the clean movement. Repeat for the desired number of repetitions",barbell,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_barbell_clean_deadlift,TAGGED,hip lower_back wrist,Barbell Clean Deadlift,"Stand with your feet shoulder-width apart, toes slightly pointed out, with a barbell on the floor in front of you. Bend at your hips and knees to grip the barbell with an overhand grip, hands slightly wider than shoulder-width apart","Stand with your feet shoulder-width apart, toes slightly pointed out, with a barbell on the floor in front of you. Bend at your hips and knees to grip the barbell with an overhand grip, hands slightly wider than shoulder-width apart Engage your core, keep your spine neutral, and your chest up. Begin the lift by pushing through your heels, extending your hips and knees to lift the barbell off the floor As the barbell passes your knees, explosively extend your hips and knees while shrugging your shoulders to bring the barbell to your upper thighs Reverse the movement by lowering the barbell back to the floor with control, maintaining a neutral spine and engaged core. Repeat for the desired number of repetitions",barbell,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_barbell_clean_grip_front_squat,TAGGED,ankle hip knee lower_back upper_back wrist,Barbell Clean Grip Front Squat,"Stand with your feet shoulder-width apart, holding a barbell with a clean grip (palms facing up, elbows pointing forward). The barbell should rest on the front of your shoulders, and your fingers should be under the bar to support it","Stand with your feet shoulder-width apart, holding a barbell with a clean grip (palms facing up, elbows pointing forward). The barbell should rest on the front of your shoulders, and your fingers should be under the bar to support it Begin the squat by pushing your hips back and bending your knees, lowering your body until your thighs are parallel to the floor or slightly below Push through your heels to return to the starting position, extending your hips and knees fully. Repeat for the desired number of repetitions",barbell,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_barbell_clean_pull,TAGGED,lower_back wrist,Barbell Clean Pull,"Start in a squatted position with your feet shoulder-width apart, toes slightly pointed out, holding a barbell with an overhand grip, hands slightly wider than shoulder-width apart. The barbell should be on the floor in front of you","Start in a squatted position with your feet shoulder-width apart, toes slightly pointed out, holding a barbell with an overhand grip, hands slightly wider than shoulder-width apart. The barbell should be on the floor in front of you Begin the lift by pushing through your heels, extending your hips and knees to lift the barbell off the floor As the barbell passes your knees, explosively extend your hips and knees while shrugging your shoulders and pulling the barbell to your midsection and up to chest level Lower the barbell back to the floor with control, maintaining a neutral spine and engaged core. Repeat for the desired number of repetitions",barbell,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_barbell_close_grip_press,TAGGED,elbow shoulder,Barbell Close Grip Press,"Lie on a flat bench with your feet flat on the floor, holding a barbell with your hands placed closer than shoulder-width apart, arms straight over your chest","Lie on a flat bench with your feet flat on the floor, holding a barbell with your hands placed closer than shoulder-width apart, arms straight over your chest Lower the barbell slowly and with control to your lower chest, keeping your elbows tucked close to your body Press the barbell back up to the starting position by extending your arms fully, focusing on using your triceps muscles Repeat for the desired number of repetitions",bench_press,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_barbell_coan_deadlift,TAGGED,hip lower_back,Barbell Coan Deadlift,"Stand with the bar over your mid-foot, feet about hip width apart","Stand with the bar over your mid-foot, feet about hip width apart Grip the bar just outside your knees and set your hips higher than in a normal deadlift Pull the slack out of the bar and lock your upper back tight before anything moves Push the floor away and drag the bar up your shins, keeping it touching your legs Stand fully upright, then lower along the same path without rounding your back",barbell,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_barbell_curl,TAGGED,elbow,Barbell Curl,"Stand with your feet shoulder-width apart, holding a barbell with a normal grip (hands positioned at shoulder-width apart) and palms facing up","Stand with your feet shoulder-width apart, holding a barbell with a normal grip (hands positioned at shoulder-width apart) and palms facing up Curl the barbell upward towards your shoulders by bending your elbows, focusing on engaging your biceps Squeeze your biceps at the top of the movement, ensuring the barbell reaches shoulder height Lower the barbell back to the starting position with control, fully extending your arms",barbell,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_barbell_curtsy_lunges,TAGGED,hip knee upper_back,Barbell Curtsy Lunges,"Stand with your feet shoulder-width apart, holding a barbell across your upper back. Grip the bar with your hands slightly wider than shoulder-width apart","Stand with your feet shoulder-width apart, holding a barbell across your upper back. Grip the bar with your hands slightly wider than shoulder-width apart Step your right leg behind and across your left leg, lowering your hips until your left thigh is parallel to the floor, and your right knee nearly touches the floor in a curtsy position Push through your front heel to return to the starting position. Repeat on the other side by stepping your left leg behind and across your right leg. Continue alternating legs for the desired number of repetitions",barbell,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_barbell_deadlift,TAGGED,hip lower_back,Barbell Deadlift,"Bend at your hips and knees to grip the barbell with an overhand grip, hands slightly wider than shoulder-width apart","Bend at your hips and knees to grip the barbell with an overhand grip, hands slightly wider than shoulder-width apart Begin the lift by pushing through your heels, extending your hips and knees to lift the barbell off the floor As the barbell passes your knees, continue to lift by extending your hips until you are standing upright with the barbell in front of your thighs Lower the barbell back to the floor with control by pushing your hips back and bending your knees, maintaining a neutral spine and engaged core. Repeat for the desired number of repetitions",barbell,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_barbell_deadlift_front_pov,TAGGED,hip lower_back,Barbell Deadlift (front POV),"Bend at your hips and knees to grip the barbell with an overhand grip, hands slightly wider than shoulder-width apart","Bend at your hips and knees to grip the barbell with an overhand grip, hands slightly wider than shoulder-width apart Begin the lift by pushing through your heels, extending your hips and knees to lift the barbell off the floor As the barbell passes your knees, continue to lift by extending your hips until you are standing upright with the barbell in front of your thighs Lower the barbell back to the floor with control by pushing your hips back and bending your knees, maintaining a neutral spine and engaged core. Repeat for the desired number of repetitions",barbell,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_barbell_deadlift_side_pov,TAGGED,hip lower_back,Barbell Deadlift (side POV),"Bend at your hips and knees to grip the barbell with an overhand grip, hands slightly wider than shoulder-width apart","Bend at your hips and knees to grip the barbell with an overhand grip, hands slightly wider than shoulder-width apart Begin the lift by pushing through your heels, extending your hips and knees to lift the barbell off the floor As the barbell passes your knees, continue to lift by extending your hips until you are standing upright with the barbell in front of your thighs Lower the barbell back to the floor with control by pushing your hips back and bending your knees, maintaining a neutral spine and engaged core. Repeat for the desired number of repetitions",barbell,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_barbell_deadlift_360_degrees,TAGGED,hip lower_back,Barbell Deadlift 360 Degrees,"Bend at your hips and knees to grip the barbell with an overhand grip, hands slightly wider than shoulder-width apart","Bend at your hips and knees to grip the barbell with an overhand grip, hands slightly wider than shoulder-width apart Begin the lift by pushing through your heels, extending your hips and knees to lift the barbell off the floor As the barbell passes your knees, continue to lift by extending your hips until you are standing upright with the barbell in front of your thighs Lower the barbell back to the floor with control by pushing your hips back and bending your knees, maintaining a neutral spine and engaged core. Repeat for the desired number of repetitions",barbell,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_barbell_deadlift_high_pull,TAGGED,hip lower_back,Barbell Deadlift High Pull,Place a barbell on the floor in front of you. Stand with your feet wider than shoulder-width apart and your toes pointed slightly outward,"Place a barbell on the floor in front of you. Stand with your feet wider than shoulder-width apart and your toes pointed slightly outward Hinge at your hips and bend your knees to lower your body, grip the barbell with an overhand grip, hands slightly wider than shoulder-width apart Push through your heels to lift the barbell off the floor, extending your hips and knees simultaneously. As you reach the standing position, pull the barbell upward towards your chin by bending your elbows and keeping them pointed outward Lower the barbell back to the starting position with control. Repeat for the desired number of repetitions",barbell,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_barbell_decline_shrug,TAGGED,lower_back neck upper_back,Barbell Decline Shrug,Position a decline bench at a 45-degree angle. Lie face down on the bench with your forefeet firmly on the floor. Have a barbell placed on the floor underneath the bench within reach,"Position a decline bench at a 45-degree angle. Lie face down on the bench with your forefeet firmly on the floor. Have a barbell placed on the floor underneath the bench within reach Grip the barbell with an overhand grip, hands shoulder-width apart Shrug your shoulders towards your ears, lifting the barbell straight up Slowly lower the barbell to the starting position with control. Repeat for the desired number of repetitions",bench_press,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_barbell_drag_biceps_curl,TAGGED,elbow,Barbell Drag Biceps Curl,"Stand upright with your feet shoulder-width apart, holding a barbell with both hands using a supinated grip (palms facing up). Your hands should be about shoulder-width apart","Stand upright with your feet shoulder-width apart, holding a barbell with both hands using a supinated grip (palms facing up). Your hands should be about shoulder-width apart Begin by pulling your elbows back and curling the barbell up along your body, dragging it against your torso Continue to pull the barbell upward until it reaches chest level, keeping your elbows back and close to your body Slowly lower the barbell back to the starting position, maintaining control and keeping the barbell close to your torso. Repeat for the desired number of repetitions",barbell,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_barbell_drag_curl,TAGGED,elbow,Barbell Drag Curl,"Stand upright with your feet shoulder-width apart, holding a barbell with both hands using a supinated grip (palms facing up). Your hands should be about shoulder-width apart","Stand upright with your feet shoulder-width apart, holding a barbell with both hands using a supinated grip (palms facing up). Your hands should be about shoulder-width apart Begin by pulling your elbows back and curling the barbell up along your body, dragging it against your torso Continue to pull the barbell upward until it reaches chest level, keeping your elbows back and close to your body Slowly lower the barbell back to the starting position, maintaining control and keeping the barbell close to your torso. Repeat for the desired number of repetitions",barbell,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_barbell_feet_elevated_figure_four_glute_bridge,TAGGED,hip,Barbell Feet Elevated Figure Four Glute Bridge,"Lie on your back with your arms to the floor. Place one foot on a box and cross the opposite ankle over your working leg, forming a figure-four shape. Position the barbell evenly across your hips, holding it securely with both hands","Lie on your back with your arms to the floor. Place one foot on a box and cross the opposite ankle over your working leg, forming a figure-four shape. Position the barbell evenly across your hips, holding it securely with both hands Push through your elevated heel to lift your hips upward until your torso forms a straight line from shoulders to knee At the peak of the movement, squeeze your glutes. Slowly lower your hips down to the starting position Repeat for the desired repetitions, and then switch legs and repeat",barbell,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_barbell_feet_elevated_glute_bridge,TAGGED,hip,Barbell Feet Elevated Glute Bridge,"Lie on your back with your feet placed on an elevated surface, knees bent. Rest a barbell across your hips, gripping it securely with both hands for stability","Lie on your back with your feet placed on an elevated surface, knees bent. Rest a barbell across your hips, gripping it securely with both hands for stability Push through your elevated heels to lift your hips upward until your torso forms a straight line from shoulders to knees At the peak of the movement, squeeze your glutes. Slowly lower your hips down to the starting position Repeat for the desired repetitions",barbell,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_barbell_feet_elevated_single_leg_glute_bridge,TAGGED,hip,Barbell Feet Elevated Single Leg Glute Bridge,"Lie on your back with your arms to the floor. Place one foot on a box while the opposite leg is extended straight up. Position the barbell evenly across your hips, holding it securely with both hands","Lie on your back with your arms to the floor. Place one foot on a box while the opposite leg is extended straight up. Position the barbell evenly across your hips, holding it securely with both hands Push through your elevated heel to lift your hips upward until your torso forms a straight line from shoulders to knee At the peak of the movement, squeeze your glutes. Slowly lower your hips down to the starting position Repeat for the desired repetitions, and then switch legs and repeat",barbell,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_barbell_feet_elevated_staggered_glute_bridge,TAGGED,hip,Barbell Feet Elevated Staggered Glute Bridge,"Lie on your back with your feet elevated on a box. Place one foot slightly forward and the other slightly backward (staggered stance). Rest a barbell across your hips, gripping it securely with both hands for stability","Lie on your back with your feet elevated on a box. Place one foot slightly forward and the other slightly backward (staggered stance). Rest a barbell across your hips, gripping it securely with both hands for stability Push through your elevated heels to lift your hips upward until your torso forms a straight line from shoulders to knees At the peak of the movement, squeeze your glutes. Slowly lower your hips down to the starting position Repeat for the desired repetitions, and then switch legs and repeat",barbell,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_barbell_floor_chest_press,TAGGED,shoulder,Barbell Floor Chest Press,"Lie on your back on the floor with your feet flat on the floor. Grip a barbell with your hands slightly wider than shoulder-width apart, and hold the barbell directly above your chest with your arms bent, elbows on the floor","Lie on your back on the floor with your feet flat on the floor. Grip a barbell with your hands slightly wider than shoulder-width apart, and hold the barbell directly above your chest with your arms bent, elbows on the floor Engage your core and slowly press the barbell up until your arms are straight over your chest Lower the barbell back to the starting position by bending your arms fully, focusing on using your chest muscles Repeat for the desired number of repetitions",barbell,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_barbell_front_bench_squat,TAGGED,ankle hip knee,Barbell Front Bench Squat,"Stand with your feet shoulder-width apart, back facing a bench, holding a barbell across your upper chest. Grip the bar with your hands shoulder-width apart, and keep your elbows pointing forward","Stand with your feet shoulder-width apart, back facing a bench, holding a barbell across your upper chest. Grip the bar with your hands shoulder-width apart, and keep your elbows pointing forward Begin the squat by pushing your hips back and bending your knees, lowering your body until you sit down on the bench Push through your heels to stand back up to the starting position, extending your hips and knees fully. Repeat for the desired number of repetitions",adjustable_bench,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_barbell_front_chest_bench_squat,TAGGED,ankle hip knee,Barbell Front Chest Bench Squat,"Stand with your feet shoulder-width apart, back facing a bench, holding a barbell across your upper chest. Grip the bar with your hands shoulder-width apart, and keep your elbows pointing forward","Stand with your feet shoulder-width apart, back facing a bench, holding a barbell across your upper chest. Grip the bar with your hands shoulder-width apart, and keep your elbows pointing forward Begin the squat by pushing your hips back and bending your knees, lowering your body until you sit down on the bench Push through your heels to stand back up to the starting position, extending your hips and knees fully. Repeat for the desired number of repetitions",bench_press,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_barbell_front_chest_lunges,TAGGED,hip knee,Barbell Front Chest Lunges,"Stand with your feet shoulder-width apart, holding a barbell across your upper chest. Grip the bar with your hands shoulder-width apart, and keep your elbows pointing forward","Stand with your feet shoulder-width apart, holding a barbell across your upper chest. Grip the bar with your hands shoulder-width apart, and keep your elbows pointing forward Step forward with your right leg, lowering your body until your right thigh is parallel to the floor and your left knee nearly touches the floor Push through your front heel to return to the starting position. Repeat the movement with the same leg",barbell,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_barbell_front_chest_squat,TAGGED,ankle hip knee,Barbell Front Chest Squat,"Stand with your feet shoulder-width apart, holding a barbell across your upper chest. Grip the bar with your hands shoulder-width apart, and keep your elbows pointing forward","Stand with your feet shoulder-width apart, holding a barbell across your upper chest. Grip the bar with your hands shoulder-width apart, and keep your elbows pointing forward Begin the squat by pushing your hips back and bending your knees, lowering your body until your thighs are parallel to the floor or slightly below Push through your heels to return to the starting position, extending your hips and knees fully. Repeat for the desired number of repetitions",squat_rack,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_barbell_front_lunges_with_small_pause,TAGGED,hip knee upper_back,Barbell Front Lunges with Small Pause,"Stand with your feet shoulder-width apart, holding a barbell across your upper back. Grip the bar with your hands shoulder-width apart, and keep your elbows pointing forward","Stand with your feet shoulder-width apart, holding a barbell across your upper back. Grip the bar with your hands shoulder-width apart, and keep your elbows pointing forward Step forward with your right leg, lowering your body until your right thigh is parallel to the floor and your left knee nearly touches the floor. Pause briefly in this position Push through your front heel to return to the starting position. Repeat the movement with the same leg",barbell,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_barbell_front_rack_lunge,TAGGED,hip knee wrist,Barbell Front Rack Lunge,"Stand with your feet shoulder-width apart, holding a barbell across your upper chest. Grip the bar with your hands shoulder-width apart, and keep your elbows pointing forward","Stand with your feet shoulder-width apart, holding a barbell across your upper chest. Grip the bar with your hands shoulder-width apart, and keep your elbows pointing forward Step forward with your right leg, lowering your body until your right thigh is parallel to the floor and your left knee nearly touches the floor Push through your front heel to return to the starting position. Repeat the movement with the same leg",barbell,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_barbell_front_squats,TAGGED,ankle hip knee lower_back upper_back,Barbell Front Squats,"Stand with your feet shoulder-width apart and position a barbell on the front of your shoulders. Cross your arms over the barbell, with your elbows pointing forward and your upper arms parallel to the floor, holding the barbell tightly","Stand with your feet shoulder-width apart and position a barbell on the front of your shoulders. Cross your arms over the barbell, with your elbows pointing forward and your upper arms parallel to the floor, holding the barbell tightly Lower your body into a squat position by bending your knees and pushing your hips back, keeping your weight on your heels Continue lowering until your thighs are parallel to the floor and then push through your heels to return to the starting position Repeat for the desired number of repetitions",squat_rack,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_barbell_full_clean,TAGGED,lower_back wrist,Barbell Full Clean,"Bend at your hips and knees to grip the barbell with an overhand grip, hands slightly wider than shoulder-width apart","Bend at your hips and knees to grip the barbell with an overhand grip, hands slightly wider than shoulder-width apart Begin the lift by pushing through your heels, extending your hips and knees to lift the barbell off the floor As the barbell passes your knees, explosively extend your hips and knees, lightly jumping, while shrugging your shoulders and pulling the barbell up to your chest level. Rotate your elbows under the bar to catch it in a front squat position Lower your body into a full squat with the barbell resting on your front shoulders, elbows high, and chest up. Push through your heels to stand back up, fully extending your hips and knees. Lower the barbell back to the starting position with control. Repeat for the desired number of repetitions",barbell,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_barbell_full_squat,TAGGED,ankle hip knee upper_back,Barbell Full Squat,"Stand with your feet shoulder-width apart, holding a barbell across your upper back. Grip the bar with your hands slightly wider than shoulder-width apart","Stand with your feet shoulder-width apart, holding a barbell across your upper back. Grip the bar with your hands slightly wider than shoulder-width apart Begin the squat by pushing your hips back and bending your knees, lowering your body until your thighs are slightly below than parallel to the floor Push through your heels to return to the starting position, extending your hips and knees fully. Repeat for the desired number of repetitions",squat_rack,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_barbell_full_squat_side_pov,TAGGED,ankle hip knee upper_back,Barbell Full Squat Side Pov,"Stand with your feet shoulder-width apart, holding a barbell across your upper back. Grip the bar with your hands slightly wider than shoulder-width apart","Stand with your feet shoulder-width apart, holding a barbell across your upper back. Grip the bar with your hands slightly wider than shoulder-width apart Begin the squat by pushing your hips back and bending your knees, lowering your body until your thighs are slightly below than parallel to the floor Push through your heels to return to the starting position, extending your hips and knees fully. Repeat for the desired number of repetitions",squat_rack,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_barbell_full_squat_wide,TAGGED,ankle hip knee upper_back,Barbell Full Squat Wide,"Stand with your feet wider than shoulder-width apart, holding a barbell across your upper back. Grip the bar with your hands slightly wider than shoulder-width apart","Stand with your feet wider than shoulder-width apart, holding a barbell across your upper back. Grip the bar with your hands slightly wider than shoulder-width apart Begin the squat by pushing your hips back and bending your knees, lowering your body until your thighs are slightly below than parallel to the floor Push through your heels to return to the starting position, extending your hips and knees fully. Repeat for the desired number of repetitions",squat_rack,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_barbell_full_squat_back,TAGGED,ankle hip knee upper_back,Barbell Full Squat(back),"Stand with your feet shoulder-width apart, holding a barbell across your upper back. Grip the bar with your hands slightly wider than shoulder-width apart","Stand with your feet shoulder-width apart, holding a barbell across your upper back. Grip the bar with your hands slightly wider than shoulder-width apart Begin the squat by pushing your hips back and bending your knees, lowering your body until your thighs are slightly below than parallel to the floor Push through your heels to return to the starting position, extending your hips and knees fully. Repeat for the desired number of repetitions",squat_rack,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_barbell_full_squat_with_rack,TAGGED,ankle hip knee upper_back,Barbell Full Squat(with Rack),"Stand with your feet shoulder-width apart, holding a barbell across your upper back, in front of a barbell rack. Grip the bar with your hands slightly wider than shoulder-width apart","Stand with your feet shoulder-width apart, holding a barbell across your upper back, in front of a barbell rack. Grip the bar with your hands slightly wider than shoulder-width apart Begin the squat by pushing your hips back and bending your knees, lowering your body until your thighs are slightly below than parallel to the floor Push through your heels to return to the starting position, extending your hips and knees fully. Repeat for the desired number of repetitions",smith_machine,Removed from the library of a user whose declared injury region intersects these tags.,,,
