id,title,group,priority,has_purpose,visual_status,issue_code,field,finding,recommended_action,verified,verification_note,gate_e_label,gate_e_note
ea_lying_neck_curls,Lying Neck Curls,Calisthenics-Cardio-Plyo-Functional,P1,True,PASS,NECK_SPECIALIZED,Purpose; Purpose/Steps,Direct neck loading or large cervical motion is specialized and needs conservative progression and symptom screening.,"Start unloaded or very light, use controlled neutral-to-comfortable range, avoid forcing end range, and stop for sharp/radiating pain, numbness, tingling, dizziness or neurologic symptoms.",REAL,Title/Steps confirm specialized loaded-neck exercise,FALSE_POSITIVE,"Gate E: required safety/hedge language already present in live text, or matched phrase is not the claimed causal/spine cue -- see chat evidence 2026-08-15"
ea_lying_neck_extension,Lying Neck Extension,Calisthenics-Cardio-Plyo-Functional,P1,True,PASS,NECK_SPECIALIZED,Purpose; Purpose/Steps,Direct neck loading or large cervical motion is specialized and needs conservative progression and symptom screening.,"Start unloaded or very light, use controlled neutral-to-comfortable range, avoid forcing end range, and stop for sharp/radiating pain, numbness, tingling, dizziness or neurologic symptoms.",REAL,Title/Steps confirm specialized loaded-neck exercise,FALSE_POSITIVE,"Gate E: required safety/hedge language already present in live text, or matched phrase is not the claimed causal/spine cue -- see chat evidence 2026-08-15"
ea_major_groups_muscle_body,Major Groups Muscle Body,Calisthenics-Cardio-Plyo-Functional,P2,False,NOT_VERIFIED,TOO_FEW_STEPS,Steps,Only 1 step(s) are present; setup/execution/return may be underspecified.,"Expand to clear setup, execution, control/return and stop/ROM cues where applicable.",REAL,Confirmed only 1 step present,DATA_QUALITY_QUARANTINE,"Gate E: muscles/primaryMuscles empty, equipmentId None, single generic step unrelated to title -- looks like a corrupted stub row, quarantine not rewrite"
ea_med_ball_slam_burpees,Med Ball Slam Burpees,Calisthenics-Cardio-Plyo-Functional,P1,True,PASS,PRIOR_REAUDIT,Purpose/Steps,This card was not materially changed in REV2 for the prior finding(s); the previous finding remains open.,"Replace with 'can', 'may', 'often', 'a useful option', or a specific observable training effect.",REAL,Gate A vs SPTR_H3_REV2_ACTION_REGISTER_2026-08-15.md: absolute/comparative words: ['best '],FALSE_POSITIVE,"Gate E: lifestyle/comparative trigger word matched in a non-causal, non-comparative sentence (setup mechanics, programming-timing advice, or hedged rationale)"
ea_mountain_climber_jumps,Mountain Climber Jumps,Calisthenics-Cardio-Plyo-Functional,P2,True,PASS,SPINE_CUE,Steps,Uses 'flat/straight back' as a rigid dynamic cue; for loaded hinges/rows/planks a stable neutral spine is clearer.,Use 'brace and maintain a stable/neutral spine' unless flat contact with a support is the actual goal.,REAL,,FALSE_POSITIVE,"Gate E: required safety/hedge language already present in live text, or matched phrase is not the claimed causal/spine cue -- see chat evidence 2026-08-15"
ea_plank_iytw,Plank IYTW,Calisthenics-Cardio-Plyo-Functional,P2,True,PASS,PRIOR_REAUDIT,Purpose/Steps,This card was not materially changed in REV2 for the prior finding(s); the previous finding remains open.,Use neutral wording about the movement/muscles; avoid claiming one exercise reverses a lifestyle/postural problem without assessment.,REAL,Gate A vs SPTR_H3_REV2_ACTION_REGISTER_2026-08-15.md: lifestyle words: ['posture'],FALSE_POSITIVE,"Gate E: lifestyle/comparative trigger word matched in a non-causal, non-comparative sentence (setup mechanics, programming-timing advice, or hedged rationale)"
ea_plank_lunges,Plank Lunges,Calisthenics-Cardio-Plyo-Functional,P2,False,NOT_VERIFIED,SPINE_CUE,Steps,Uses 'flat/straight back' as a rigid dynamic cue; for loaded hinges/rows/planks a stable neutral spine is clearer.,Use 'brace and maintain a stable/neutral spine' unless flat contact with a support is the actual goal.,REAL,,FALSE_POSITIVE,"Gate E: required safety/hedge language already present in live text, or matched phrase is not the claimed causal/spine cue -- see chat evidence 2026-08-15"
ea_plate_overhead_carry,Plate Overhead Carry,Calisthenics-Cardio-Plyo-Functional,P1,True,PASS,PRIOR_REAUDIT,Purpose; Purpose/Steps,This card was not materially changed in REV2 for the prior finding(s); the previous finding remains open.,State the direct effect of the exercise without ranking it against another method.,REAL,Gate A vs SPTR_H3_REV2_ACTION_REGISTER_2026-08-15.md: comparative words: ['faster than'],FALSE_POSITIVE,"Gate E: lifestyle/comparative trigger word matched in a non-causal, non-comparative sentence (setup mechanics, programming-timing advice, or hedged rationale)"
ea_plate_overhead_carry,Plate Overhead Carry,Calisthenics-Cardio-Plyo-Functional,P1,True,PASS,SUPERLATIVE_CLAIM,Purpose; Purpose/Steps,"Uses a best/most/only/comparative claim without a defined population, outcome or evidence threshold.","State the direct training effect, or soften to 'can', 'may', 'often', 'a useful option' and define the comparison if it matters.",REAL,Comparative/superlative language confirmed in Purpose text,PERFORMANCE_CLAIM,Gate E: genuine unqualified comparative/exclusivity claim about training effect -- needs softening
ea_ski_ergometer_cross_country_ski_alternating_arm_pull,Ski Ergometer Cross Country Ski Alternating Arm Pull,Calisthenics-Cardio-Plyo-Functional,P2,False,NOT_VERIFIED,DUPLICATE_STEPS,Title↔Steps,"Steps are exactly identical to another differently named exercise: Ski Ergometer Cross Country Ski Alternating Arm Pull, Ski Ergometer Cross Country Ski Alternating Arm Pulls.","Check whether these are true variants. If the movement differs, rewrite the distinguishing setup/execution cue; if identical, consider alias/dedup metadata.",REAL,Confirmed identical Steps text vs named sibling(s),DEDUP_CANDIDATE,"near-identical titles (ratio=0.99), diff words: ['pull', 'pulls']"
ea_ski_ergometer_cross_country_ski_alternating_arm_pulls,Ski Ergometer Cross Country Ski Alternating Arm Pulls,Calisthenics-Cardio-Plyo-Functional,P2,False,NOT_VERIFIED,DUPLICATE_STEPS,Title↔Steps,"Steps are exactly identical to another differently named exercise: Ski Ergometer Cross Country Ski Alternating Arm Pull, Ski Ergometer Cross Country Ski Alternating Arm Pulls.","Check whether these are true variants. If the movement differs, rewrite the distinguishing setup/execution cue; if identical, consider alias/dedup metadata.",REAL,Confirmed identical Steps text vs named sibling(s),DEDUP_CANDIDATE,"near-identical titles (ratio=0.99), diff words: ['pull', 'pulls']"
ea_tyre_hammering,Tyre Hammering,Calisthenics-Cardio-Plyo-Functional,P1,True,PASS,PRIOR_REAUDIT,Purpose/Steps,This card was not materially changed in REV2 for the prior finding(s); the previous finding remains open.,"Add safety zone, eye/hand protection context if appropriate, controlled rebound, and Advanced/Intermediate classification.; Require difficulty, prerequisites, regressions and relevant joint/region safety tags before publication.",REAL,Gate A vs SPTR_H3_REV2_ACTION_REGISTER_2026-08-15.md: No eye/hand-protection or safety-zone language present anywhere in Purpose/Steps,CONTENT_DEFECT,"Gate E: confirmed real (contraindications/safety-language gap), not a phrase-pattern match"
ea_dumbbell_lying_on_floor_chest_press,Dumbbell Lying on Floor Chest Press,Chest,P1,True,PASS,MEDICAL_CLAIM,Purpose/Steps,"Uses rehabilitation, pain-treatment, injury-prevention or symptom language that can read as a therapeutic promise rather than fitness coaching.","Describe the training target. If rehab is mentioned, qualify it as clinician-led and avoid promising symptom relief or injury prevention.",REAL,Purpose text contains rehab/clinical-adjacent framing,FALSE_POSITIVE,"Gate E: required safety/hedge language already present in live text, or matched phrase is not the claimed causal/spine cue -- see chat evidence 2026-08-15"
ea_hammer_strength_mts_iso_lateral_decline_press_alternate_arms,Hammer Strength MTS Iso-lateral Decline Press Alternate Arms,Chest,P2,False,NOT_VERIFIED,DUPLICATE_STEPS,Title↔Steps,"Steps are exactly identical to another differently named exercise: Hammer Strength MTS Iso-lateral Decline Press Alternate Arms, Hammer Strength MTS Iso-lateral Decline Press Alternating Arms.","Check whether these are true variants. If the movement differs, rewrite the distinguishing setup/execution cue; if identical, consider alias/dedup metadata.",REAL,Confirmed identical Steps text vs named sibling(s),DEDUP_CANDIDATE,alternate/alternating naming duplicate
ea_hammer_strength_mts_iso_lateral_decline_press_alternating_arms,Hammer Strength MTS Iso-lateral Decline Press Alternating Arms,Chest,P2,False,NOT_VERIFIED,DUPLICATE_STEPS,Title↔Steps,"Steps are exactly identical to another differently named exercise: Hammer Strength MTS Iso-lateral Decline Press Alternate Arms, Hammer Strength MTS Iso-lateral Decline Press Alternating Arms.","Check whether these are true variants. If the movement differs, rewrite the distinguishing setup/execution cue; if identical, consider alias/dedup metadata.",REAL,Confirmed identical Steps text vs named sibling(s),DEDUP_CANDIDATE,alternate/alternating naming duplicate
ea_hammer_strength_plate_loaded_combination_iso_lateral_chest_chest_press_alternate_arm,Hammer Strength Plate-loaded Combination Iso-lateral Chest - Chest Press Alternate Arm,Chest,P2,False,NOT_VERIFIED,DUPLICATE_STEPS,Title↔Steps,"Steps are exactly identical to another differently named exercise: Hammer Strength Plate-loaded Combination Iso-lateral Chest - Chest Press Alternate Arm, Hammer Strength Plate-loaded Combination Iso-lateral Chest - Chest Press_alternating Arms.","Check whether these are true variants. If the movement differs, rewrite the distinguishing setup/execution cue; if identical, consider alias/dedup metadata.",REAL,Confirmed identical Steps text vs named sibling(s),DEDUP_CANDIDATE,"near-identical titles (ratio=0.97), diff words: ['alternate', 'alternating', 'arm', 'arms']"
ea_hammer_strength_plate_loaded_combination_iso_lateral_chest_chest_press_alternating_arms,Hammer Strength Plate-loaded Combination Iso-lateral Chest - Chest Press_alternating Arms,Chest,P2,False,NOT_VERIFIED,DUPLICATE_STEPS,Title↔Steps,"Steps are exactly identical to another differently named exercise: Hammer Strength Plate-loaded Combination Iso-lateral Chest - Chest Press Alternate Arm, Hammer Strength Plate-loaded Combination Iso-lateral Chest - Chest Press_alternating Arms.","Check whether these are true variants. If the movement differs, rewrite the distinguishing setup/execution cue; if identical, consider alias/dedup metadata.",REAL,Confirmed identical Steps text vs named sibling(s),DEDUP_CANDIDATE,"near-identical titles (ratio=0.97), diff words: ['alternate', 'alternating', 'arm', 'arms']"
ea_kneeling_push_up,Kneeling Push-up,Chest,P2,True,PASS,SUPERLATIVE_CLAIM,Purpose,"Uses a best/most/only/comparative claim without a defined population, outcome or evidence threshold.","State the direct training effect, or soften to 'can', 'may', 'often', 'a useful option' and define the comparison if it matters.",REAL,Comparative/superlative language confirmed in Purpose text,FALSE_POSITIVE,Gate E: comparative word matched but sentence does not compare this exercise to other exercises (programming/technique advice or self-referential form cue)
ea_cable_wrist_extension,Cable Wrist Extension,Forearms,P1,True,PASS,PRIOR_REAUDIT,Purpose; Purpose/Steps,This card was not materially changed in REV2 for the prior finding(s); the previous finding remains open.,"Replace with 'can', 'may', 'often', 'a useful option', or a specific observable training effect.; Use neutral wording about the movement/muscles; avoid claiming one exercise reverses a lifestyle/postural problem without assessment.",REAL,Gate A vs SPTR_H3_REV2_ACTION_REGISTER_2026-08-15.md: absolute/comparative words: ['almost nothing else'],FALSE_POSITIVE,"Gate E: lifestyle/comparative trigger word matched in a non-causal, non-comparative sentence (setup mechanics, programming-timing advice, or hedged rationale)"
ea_cable_wrist_extension,Cable Wrist Extension,Forearms,P1,True,PASS,SUPERLATIVE_CLAIM,Purpose; Purpose/Steps,"Uses a best/most/only/comparative claim without a defined population, outcome or evidence threshold.","State the direct training effect, or soften to 'can', 'may', 'often', 'a useful option' and define the comparison if it matters.",REAL,Comparative/superlative language confirmed in Purpose text,PERFORMANCE_CLAIM,Gate E: genuine unqualified comparative/exclusivity claim about training effect -- needs softening
ea_alternate_single_leg_raises_plank,Alternate Single Leg Raises Plank,Legs,P2,False,NOT_VERIFIED,SPINE_CUE,Steps,Uses 'flat/straight back' as a rigid dynamic cue; for loaded hinges/rows/planks a stable neutral spine is clearer.,Use 'brace and maintain a stable/neutral spine' unless flat contact with a support is the actual goal.,REAL,,FALSE_POSITIVE,"Gate E: required safety/hedge language already present in live text, or matched phrase is not the claimed causal/spine cue -- see chat evidence 2026-08-15"
ea_ankle_pumps,Ankle Pumps,Legs,P1,True,PASS,PRIOR_REAUDIT,Purpose/Steps,This card was not materially changed in REV2 for the prior finding(s); the previous finding remains open.,"Keep the movement description, but for post-surgical use say 'follow clinician instructions'; avoid implying it prevents a medical event.; Use neutral wording about the movement/muscles; avoid claiming one exercise reverses a lifestyle/postural problem without assessment.",REAL,Gate A vs SPTR_H3_REV2_ACTION_REGISTER_2026-08-15.md: lifestyle words: ['sitting'],FALSE_POSITIVE,"Gate E: lifestyle/comparative trigger word matched in a non-causal, non-comparative sentence (setup mechanics, programming-timing advice, or hedged rationale)"
ea_band_bent_over_hip_extension,Band Bent-over Hip Extension,Legs,P2,False,NOT_VERIFIED,SPINE_CUE,Steps,Uses 'flat/straight back' as a rigid dynamic cue; for loaded hinges/rows/planks a stable neutral spine is clearer.,Use 'brace and maintain a stable/neutral spine' unless flat contact with a support is the actual goal.,REAL,,FALSE_POSITIVE,"Gate E: required safety/hedge language already present in live text, or matched phrase is not the claimed causal/spine cue -- see chat evidence 2026-08-15"
ea_band_hip_adduction,Band Hip Adduction,Legs,P1,True,PASS,PRIOR_REAUDIT,Purpose; Purpose/Steps,This card was not materially changed in REV2 for the prior finding(s); the previous finding remains open.,"Replace with 'can', 'may', 'often', 'a useful option', or a specific observable training effect.",REAL,Gate A vs SPTR_H3_REV2_ACTION_REGISTER_2026-08-15.md: absolute/comparative words: ['almost nothing else'],FALSE_POSITIVE,"Gate E: lifestyle/comparative trigger word matched in a non-causal, non-comparative sentence (setup mechanics, programming-timing advice, or hedged rationale)"
ea_band_hip_adduction,Band Hip Adduction,Legs,P1,True,PASS,SUPERLATIVE_CLAIM,Purpose; Purpose/Steps,"Uses a best/most/only/comparative claim without a defined population, outcome or evidence threshold.","State the direct training effect, or soften to 'can', 'may', 'often', 'a useful option' and define the comparison if it matters.",REAL,Comparative/superlative language confirmed in Purpose text,PERFORMANCE_CLAIM,Gate E: genuine unqualified comparative/exclusivity claim about training effect -- needs softening
ea_band_kneeling_rear_kick,Band Kneeling Rear Kick,Legs,P2,False,NOT_VERIFIED,SPINE_CUE,Steps,Uses 'flat/straight back' as a rigid dynamic cue; for loaded hinges/rows/planks a stable neutral spine is clearer.,Use 'brace and maintain a stable/neutral spine' unless flat contact with a support is the actual goal.,REAL,,FALSE_POSITIVE,"Gate E: required safety/hedge language already present in live text, or matched phrase is not the claimed causal/spine cue -- see chat evidence 2026-08-15"
ea_barbell_bulgarian_split_squat_left_front_back_view,Barbell Bulgarian Split Squat Left Front-back View,Legs,P2,False,NOT_VERIFIED,DUPLICATE_STEPS,Title↔Steps,"Steps are exactly identical to another differently named exercise: Barbell Bulgarian Split Squat Left Front-back View, Barbell Bulgarian Split Squat Left Side View.","Check whether these are true variants. If the movement differs, rewrite the distinguishing setup/execution cue; if identical, consider alias/dedup metadata.",REAL,Confirmed identical Steps text vs named sibling(s),LEGITIMATE_VARIANT,"differs only by camera/view/angle words: ['back', 'front', 'side']"
ea_barbell_bulgarian_split_squat_left_side_view,Barbell Bulgarian Split Squat Left Side View,Legs,P2,False,NOT_VERIFIED,DUPLICATE_STEPS,Title↔Steps,"Steps are exactly identical to another differently named exercise: Barbell Bulgarian Split Squat Left Front-back View, Barbell Bulgarian Split Squat Left Side View.","Check whether these are true variants. If the movement differs, rewrite the distinguishing setup/execution cue; if identical, consider alias/dedup metadata.",REAL,Confirmed identical Steps text vs named sibling(s),LEGITIMATE_VARIANT,"differs only by camera/view/angle words: ['back', 'front', 'side']"
ea_barbell_front_bench_squat,Barbell Front Bench Squat,Legs,P2,False,NOT_VERIFIED,DUPLICATE_STEPS,Title↔Steps,"Steps are exactly identical to another differently named exercise: Barbell Front Bench Squat, Barbell Front Chest Bench Squat.","Check whether these are true variants. If the movement differs, rewrite the distinguishing setup/execution cue; if identical, consider alias/dedup metadata.",REAL,Confirmed identical Steps text vs named sibling(s),DEDUP_CANDIDATE,"""Chest"" is a repositioned qualifier already implied by the front-rack bar position described in Steps for both -- likely accidental duplicate/missing-word variant"
ea_barbell_front_chest_bench_squat,Barbell Front Chest Bench Squat,Legs,P2,False,NOT_VERIFIED,DUPLICATE_STEPS,Title↔Steps,"Steps are exactly identical to another differently named exercise: Barbell Front Bench Squat, Barbell Front Chest Bench Squat.","Check whether these are true variants. If the movement differs, rewrite the distinguishing setup/execution cue; if identical, consider alias/dedup metadata.",REAL,Confirmed identical Steps text vs named sibling(s),DEDUP_CANDIDATE,"""Chest"" is a repositioned qualifier already implied by the front-rack bar position described in Steps for both -- likely accidental duplicate/missing-word variant"
ea_barbell_front_chest_lunges,Barbell Front Chest Lunges,Legs,P2,False,NOT_VERIFIED,DUPLICATE_STEPS,Title↔Steps,"Steps are exactly identical to another differently named exercise: Barbell Front Chest Lunges, Barbell Front Rack Lunge.","Check whether these are true variants. If the movement differs, rewrite the distinguishing setup/execution cue; if identical, consider alias/dedup metadata.",REAL,Confirmed identical Steps text vs named sibling(s),DEDUP_CANDIDATE,"""Front rack"" and ""front chest"" are synonymous terms for the same barbell hold position -- not a distinguishing claim"
ea_barbell_front_rack_lunge,Barbell Front Rack Lunge,Legs,P2,False,NOT_VERIFIED,DUPLICATE_STEPS,Title↔Steps,"Steps are exactly identical to another differently named exercise: Barbell Front Chest Lunges, Barbell Front Rack Lunge.","Check whether these are true variants. If the movement differs, rewrite the distinguishing setup/execution cue; if identical, consider alias/dedup metadata.",REAL,Confirmed identical Steps text vs named sibling(s),DEDUP_CANDIDATE,"""Front rack"" and ""front chest"" are synonymous terms for the same barbell hold position -- not a distinguishing claim"
ea_barbell_full_squat,Barbell Full Squat,Legs,P2,False,NOT_VERIFIED,DUPLICATE_STEPS,Title↔Steps,"Steps are exactly identical to another differently named exercise: Barbell Full Squat, Barbell Full Squat Side Pov, Barbell Full Squat(back).","Check whether these are true variants. If the movement differs, rewrite the distinguishing setup/execution cue; if identical, consider alias/dedup metadata.",REAL,Confirmed identical Steps text vs named sibling(s),LEGITIMATE_VARIANT,"differs only by camera/view/angle words: ['back', 'pov', 'side']"
ea_barbell_full_squat_side_pov,Barbell Full Squat Side Pov,Legs,P2,False,NOT_VERIFIED,DUPLICATE_STEPS,Title↔Steps,"Steps are exactly identical to another differently named exercise: Barbell Full Squat, Barbell Full Squat Side Pov, Barbell Full Squat(back).","Check whether these are true variants. If the movement differs, rewrite the distinguishing setup/execution cue; if identical, consider alias/dedup metadata.",REAL,Confirmed identical Steps text vs named sibling(s),LEGITIMATE_VARIANT,"differs only by camera/view/angle words: ['back', 'pov', 'side']"
ea_barbell_full_squat_back,Barbell Full Squat(back),Legs,P2,False,NOT_VERIFIED,DUPLICATE_STEPS,Title↔Steps,"Steps are exactly identical to another differently named exercise: Barbell Full Squat, Barbell Full Squat Side Pov, Barbell Full Squat(back).","Check whether these are true variants. If the movement differs, rewrite the distinguishing setup/execution cue; if identical, consider alias/dedup metadata.",REAL,Confirmed identical Steps text vs named sibling(s),LEGITIMATE_VARIANT,"differs only by camera/view/angle words: ['back', 'pov', 'side']"
ea_barbell_glute_bridge,Barbell Glute Bridge,Legs,P2,False,NOT_VERIFIED,DUPLICATE_STEPS,Title↔Steps,"Steps are exactly identical to another differently named exercise: Barbell Glute Bridge, Barbell Glute Bridge (hands on Bar).","Check whether these are true variants. If the movement differs, rewrite the distinguishing setup/execution cue; if identical, consider alias/dedup metadata.",REAL,Confirmed identical Steps text vs named sibling(s),DEDUP_CANDIDATE,"Steps already say ""holding it securely with both hands"" for the base entry -- ""(hands on Bar)"" restates what is already there, not a distinguishing claim"
ea_barbell_glute_bridge_hands_on_bar,Barbell Glute Bridge (hands on Bar),Legs,P2,False,NOT_VERIFIED,DUPLICATE_STEPS,Title↔Steps,"Steps are exactly identical to another differently named exercise: Barbell Glute Bridge, Barbell Glute Bridge (hands on Bar).","Check whether these are true variants. If the movement differs, rewrite the distinguishing setup/execution cue; if identical, consider alias/dedup metadata.",REAL,Confirmed identical Steps text vs named sibling(s),DEDUP_CANDIDATE,"Steps already say ""holding it securely with both hands"" for the base entry -- ""(hands on Bar)"" restates what is already there, not a distinguishing claim"
ea_barbell_lunges,Barbell Lunges,Legs,P2,False,NOT_VERIFIED,DUPLICATE_STEPS,Title↔Steps,"Steps are exactly identical to another differently named exercise: Barbell Lunges, Barbell Lunges on the Spot.","Check whether these are true variants. If the movement differs, rewrite the distinguishing setup/execution cue; if identical, consider alias/dedup metadata.",REAL,Confirmed identical Steps text vs named sibling(s),REAL_DEFECT,"Both Steps say ""Push through your front heel to return to the starting position. Repeat the movement with the same leg"" -- i.e. BOTH entries describe the stationary/""on the spot"" pattern; the generic ""Barbell Lunges"" entry has no distinguishing traveling/walking-lunge content despite not being named ""on the spot"""
ea_barbell_lunges_on_the_spot,Barbell Lunges on the Spot,Legs,P2,False,NOT_VERIFIED,DUPLICATE_STEPS,Title↔Steps,"Steps are exactly identical to another differently named exercise: Barbell Lunges, Barbell Lunges on the Spot.","Check whether these are true variants. If the movement differs, rewrite the distinguishing setup/execution cue; if identical, consider alias/dedup metadata.",REAL,Confirmed identical Steps text vs named sibling(s),REAL_DEFECT,"Both Steps say ""Push through your front heel to return to the starting position. Repeat the movement with the same leg"" -- i.e. BOTH entries describe the stationary/""on the spot"" pattern; the generic ""Barbell Lunges"" entry has no distinguishing traveling/walking-lunge content despite not being named ""on the spot"""
ea_bodyweight_single_leg_deadlift,Bodyweight Single Leg Deadlift,Legs,P2,False,NOT_VERIFIED,SPINE_CUE,Steps,Uses 'flat/straight back' as a rigid dynamic cue; for loaded hinges/rows/planks a stable neutral spine is clearer.,Use 'brace and maintain a stable/neutral spine' unless flat contact with a support is the actual goal.,REAL,,FALSE_POSITIVE,"Gate E: required safety/hedge language already present in live text, or matched phrase is not the claimed causal/spine cue -- see chat evidence 2026-08-15"
ea_bulgarian_split_squat,Bulgarian Split Squat,Legs,P2,False,NOT_VERIFIED,DUPLICATE_STEPS,Title↔Steps,"Steps are exactly identical to another differently named exercise: Bulgarian Split Squat, Bulgarian Split Squat Bodyweight Right, Bulgarian Split Squat Right Bodyweight Side View.","Check whether these are true variants. If the movement differs, rewrite the distinguishing setup/execution cue; if identical, consider alias/dedup metadata.",REAL,Confirmed identical Steps text vs named sibling(s),DEDUP_CANDIDATE,"A Bulgarian split squat is inherently unilateral; the unlabeled ""Bulgarian Split Squat"" entry has identical Steps to the explicit ""Right"" variant with no distinguishing claim of its own -- redundant default row, not a content defect"
ea_bulgarian_split_squat_bodyweight_left,Bulgarian Split Squat Bodyweight Left,Legs,P2,False,NOT_VERIFIED,DUPLICATE_STEPS,Title↔Steps,"Steps are exactly identical to another differently named exercise: Bulgarian Split Squat Bodyweight Left, Bulgarian Split Squat Left Bodyweight Side View.","Check whether these are true variants. If the movement differs, rewrite the distinguishing setup/execution cue; if identical, consider alias/dedup metadata.",REAL,Confirmed identical Steps text vs named sibling(s),LEGITIMATE_VARIANT,"differs only by camera/view/angle words: ['side', 'view']"
ea_bulgarian_split_squat_bodyweight_right,Bulgarian Split Squat Bodyweight Right,Legs,P2,False,NOT_VERIFIED,DUPLICATE_STEPS,Title↔Steps,"Steps are exactly identical to another differently named exercise: Bulgarian Split Squat, Bulgarian Split Squat Bodyweight Right, Bulgarian Split Squat Right Bodyweight Side View.","Check whether these are true variants. If the movement differs, rewrite the distinguishing setup/execution cue; if identical, consider alias/dedup metadata.",REAL,Confirmed identical Steps text vs named sibling(s),DEDUP_CANDIDATE,"A Bulgarian split squat is inherently unilateral; the unlabeled ""Bulgarian Split Squat"" entry has identical Steps to the explicit ""Right"" variant with no distinguishing claim of its own -- redundant default row, not a content defect"
ea_bulgarian_split_squat_left_bodyweight_side_view,Bulgarian Split Squat Left Bodyweight Side View,Legs,P2,False,NOT_VERIFIED,DUPLICATE_STEPS,Title↔Steps,"Steps are exactly identical to another differently named exercise: Bulgarian Split Squat Bodyweight Left, Bulgarian Split Squat Left Bodyweight Side View.","Check whether these are true variants. If the movement differs, rewrite the distinguishing setup/execution cue; if identical, consider alias/dedup metadata.",REAL,Confirmed identical Steps text vs named sibling(s),LEGITIMATE_VARIANT,"differs only by camera/view/angle words: ['side', 'view']"
ea_bulgarian_split_squat_right_bodyweight_side_view,Bulgarian Split Squat Right Bodyweight Side View,Legs,P2,False,NOT_VERIFIED,DUPLICATE_STEPS,Title↔Steps,"Steps are exactly identical to another differently named exercise: Bulgarian Split Squat, Bulgarian Split Squat Bodyweight Right, Bulgarian Split Squat Right Bodyweight Side View.","Check whether these are true variants. If the movement differs, rewrite the distinguishing setup/execution cue; if identical, consider alias/dedup metadata.",REAL,Confirmed identical Steps text vs named sibling(s),DEDUP_CANDIDATE,"A Bulgarian split squat is inherently unilateral; the unlabeled ""Bulgarian Split Squat"" entry has identical Steps to the explicit ""Right"" variant with no distinguishing claim of its own -- redundant default row, not a content defect"
ea_cable_individual_glute_kickbacks,Cable Individual Glute Kickbacks,Legs,P2,False,NOT_VERIFIED,SPINE_CUE,Steps,Uses 'flat/straight back' as a rigid dynamic cue; for loaded hinges/rows/planks a stable neutral spine is clearer.,Use 'brace and maintain a stable/neutral spine' unless flat contact with a support is the actual goal.,REAL,,FALSE_POSITIVE,"Gate E: required safety/hedge language already present in live text, or matched phrase is not the claimed causal/spine cue -- see chat evidence 2026-08-15"
ea_dumbbell_goblet_reverse_lunge,Dumbbell Goblet Reverse Lunge,Legs,P1,True,PASS,PRIOR_REAUDIT,Purpose/Steps; Steps,"Purpose is improved, but Steps still cue 'front shin close to vertical' and 'push through the front heel'. Prefer whole-foot/tripod pressure and knee tracking in line with toes; allow controlled forward knee travel.","Use: 'Keep the whole foot planted and let the front knee track in line with the toes through a controlled range.'; Cue a stable whole foot and knee tracking in line with the toes; allow controlled forward knee travel when appropriate.; Use controlled depth, stable foot and knee tracking; shin angle may vary with anatomy and exercise goal.; Prefer 'drive through the whole foot/tripod foot' while keeping heel grounded.; Qualify the target: 'about ... if comfortable and controlled' or use available pain-free ROM.",REAL,"Gate A vs SPTR_H3_REV2_ACTION_REGISTER_2026-08-15.md: Steps say ""Push through the front heel to stand"" -- heel-only cue, not whole-foot/tripod-foot",FALSE_POSITIVE,"Gate E: lifestyle/comparative trigger word matched in a non-causal, non-comparative sentence (setup mechanics, programming-timing advice, or hedged rationale)"
ea_dumbbell_goblet_reverse_lunge,Dumbbell Goblet Reverse Lunge,Legs,P1,True,PASS,SPINE_CUE,Purpose/Steps; Steps,Uses 'flat/straight back' as a rigid dynamic cue; for loaded hinges/rows/planks a stable neutral spine is clearer.,Use 'brace and maintain a stable/neutral spine' unless flat contact with a support is the actual goal.,REAL,,FALSE_POSITIVE,"Gate E: required safety/hedge language already present in live text, or matched phrase is not the claimed causal/spine cue -- see chat evidence 2026-08-15"
ea_frog_jumps,Frog Jumps,Legs,P1,True,PASS,PRIOR_REAUDIT,Purpose; Purpose/Steps,"Neutral-spine cue was fixed. 'Landing noise is the best indicator' can be a coaching heuristic, but it is still too absolute. Prefer 'a useful cue for landing control'.","Replace with 'can', 'may', 'often', 'a useful option', or a specific observable training effect.; Prefer 'brace and maintain a stable/neutral spine' unless posterior pelvic tilt/bench contact is intentionally required.",REAL,Gate A vs SPTR_H3_REV2_ACTION_REGISTER_2026-08-15.md: absolute/comparative words: ['best '],FALSE_POSITIVE,"Gate E: lifestyle/comparative trigger word matched in a non-causal, non-comparative sentence (setup mechanics, programming-timing advice, or hedged rationale)"
ea_frog_jumps,Frog Jumps,Legs,P1,True,PASS,SUPERLATIVE_CLAIM,Purpose; Purpose/Steps,"Uses a best/most/only/comparative claim without a defined population, outcome or evidence threshold.","State the direct training effect, or soften to 'can', 'may', 'often', 'a useful option' and define the comparison if it matters.",REAL,Comparative/superlative language confirmed in Purpose text,FALSE_POSITIVE,Gate E: comparative word matched but sentence does not compare this exercise to other exercises (programming/technique advice or self-referential form cue)
