id,title,group,priority,has_purpose,visual_status,issue_code,field,finding,recommended_action
ea_dumbbell_seated_zottman_curl,Dumbbell Seated Zottman Curl,Biceps,P2,True,PASS,PRIOR_REAUDIT,Purpose/Steps,This card was not materially changed in REV2 for the prior finding(s); the previous finding remains open.,Use neutral wording about the movement/muscles; avoid claiming one exercise reverses a lifestyle/postural problem without assessment.
ea_hammer_strength_mts_iso_lateral_biceps_curl_alternate_arm,Hammer Strength MTS Iso-lateral Biceps Curl Alternate Arm,Biceps,P2,False,NOT_VERIFIED,DUPLICATE_STEPS,Title↔Steps,"Steps are exactly identical to another differently named exercise: Hammer Strength MTS Iso-lateral Biceps Curl Alternate Arm, Hammer Strength MTS Iso-lateral Biceps Curl Arm Alternating.","Check whether these are true variants. If the movement differs, rewrite the distinguishing setup/execution cue; if identical, consider alias/dedup metadata."
ea_hammer_strength_mts_iso_lateral_biceps_curl_arm_alternating,Hammer Strength MTS Iso-lateral Biceps Curl Arm Alternating,Biceps,P2,False,NOT_VERIFIED,DUPLICATE_STEPS,Title↔Steps,"Steps are exactly identical to another differently named exercise: Hammer Strength MTS Iso-lateral Biceps Curl Alternate Arm, Hammer Strength MTS Iso-lateral Biceps Curl Arm Alternating.","Check whether these are true variants. If the movement differs, rewrite the distinguishing setup/execution cue; if identical, consider alias/dedup metadata."
ea_kettlebell_curl,Kettlebell Curl,Biceps,P2,True,PASS,PRIOR_REAUDIT,Purpose/Steps,"Accepted exception: 'grip training you get for free' is ordinary idiom for an incidental training effect, not a safety or medical promise. No content change required for this phrase.",Re-review this card before H3 propagation.
ea_180_jump_turns,180 Jump Turns,Calisthenics-Cardio-Plyo-Functional,P1,True,PASS,KNEE_TOE_RULE,Purpose/Steps,Uses knee-behind-toes / knee-past-toes as a universal rule. Knee travel can be normal; alignment and control matter more.,"Cue a stable whole foot and knee tracking in line with the toes; let range depend on controlled, pain-free mechanics."
ea_4_punches_side_squat,4 Punches Side Squat,Calisthenics-Cardio-Plyo-Functional,P2,False,NOT_VERIFIED,SPINE_CUE,Steps,Uses 'flat/straight back' as a rigid dynamic cue; for loaded hinges/rows/planks a stable neutral spine is clearer.,Use 'brace and maintain a stable/neutral spine' unless flat contact with a support is the actual goal.
ea_agility_ladder_skipping_1_touch,Agility Ladder Skipping 1 Touch,Calisthenics-Cardio-Plyo-Functional,P2,True,PASS,PRIOR_REAUDIT,Purpose; Purpose/Steps,The superlative was softened only from 'most effective' to 'one of the most effective'. This remains an unnecessary ranking claim; say it trains rapid foot contacts and coordination.,"Replace with 'can', 'may', 'often', 'a useful option', or a specific observable training effect."
ea_agility_ladder_skipping_1_touch,Agility Ladder Skipping 1 Touch,Calisthenics-Cardio-Plyo-Functional,P2,True,PASS,SUPERLATIVE_CLAIM,Purpose; Purpose/Steps,"Uses a best/most/only/comparative claim without a defined population, outcome or evidence threshold.","State the direct training effect, or soften to 'can', 'may', 'often', 'a useful option' and define the comparison if it matters."
ea_air_punches_march,Air Punches March,Calisthenics-Cardio-Plyo-Functional,P2,False,NOT_VERIFIED,SPINE_CUE,Steps,Uses 'flat/straight back' as a rigid dynamic cue; for loaded hinges/rows/planks a stable neutral spine is clearer.,Use 'brace and maintain a stable/neutral spine' unless flat contact with a support is the actual goal.
ea_arm_pulses,Arm Pulses,Calisthenics-Cardio-Plyo-Functional,P2,False,NOT_VERIFIED,SPINE_CUE,Steps,Uses 'flat/straight back' as a rigid dynamic cue; for loaded hinges/rows/planks a stable neutral spine is clearer.,Use 'brace and maintain a stable/neutral spine' unless flat contact with a support is the actual goal.
ea_arm_pulses_cross,Arm Pulses Cross,Calisthenics-Cardio-Plyo-Functional,P2,False,NOT_VERIFIED,SPINE_CUE,Steps,Uses 'flat/straight back' as a rigid dynamic cue; for loaded hinges/rows/planks a stable neutral spine is clearer.,Use 'brace and maintain a stable/neutral spine' unless flat contact with a support is the actual goal.
ea_ball_slams,Ball Slams,Calisthenics-Cardio-Plyo-Functional,P2,True,PASS,PRIOR_REAUDIT,Purpose/Steps,"The neutral-spine step fix is correct, but Purpose still says this is one of the few exercises where you can go 'completely all out safely'. Keep the power/conditioning description, remove the absolute safety implication.",Prefer 'brace and maintain a stable/neutral spine' unless posterior pelvic tilt/bench contact is intentionally required.
ea_battle_rope_alternating_arm_waves,Battle Rope Alternating Arm Waves,Calisthenics-Cardio-Plyo-Functional,P2,True,PASS,PRIOR_REAUDIT,Purpose/Steps,Purpose says there is almost no joint impact and ties that to sore knees/ankles. Use a relative conditioning claim instead of symptom-based prescription.,"None specific. Retain the card, but it should still pass the global linter and image/equipment gate after the H3 generator is updated."
ea_battle_rope_double_arm_slams,Battle Rope Double Arm Slams,Calisthenics-Cardio-Plyo-Functional,P2,True,PASS,SUPERLATIVE_CLAIM,Purpose,"Uses a best/most/only/comparative claim without a defined population, outcome or evidence threshold.","State the direct training effect, or soften to 'can', 'may', 'often', 'a useful option' and define the comparison if it matters."
ea_bent_over_twist,Bent Over Twist,Calisthenics-Cardio-Plyo-Functional,P2,False,NOT_VERIFIED,SPINE_CUE,Steps,Uses 'flat/straight back' as a rigid dynamic cue; for loaded hinges/rows/planks a stable neutral spine is clearer.,Use 'brace and maintain a stable/neutral spine' unless flat contact with a support is the actual goal.
ea_body_throw,Body Throw,Calisthenics-Cardio-Plyo-Functional,P2,False,NOT_VERIFIED,SPINE_CUE,Steps,Uses 'flat/straight back' as a rigid dynamic cue; for loaded hinges/rows/planks a stable neutral spine is clearer.,Use 'brace and maintain a stable/neutral spine' unless flat contact with a support is the actual goal.
ea_box_sled_push,Box Sled Push,Calisthenics-Cardio-Plyo-Functional,P0,True,TITLE/POSTER ACCEPTED AS MOVEMENT-FAMILY CONVENTION; STEPS↔POSTER FAIL,PRIOR_REAUDIT,Image↔Steps; Purpose/Steps,"Purpose was improved and neutral-spine cue fixed. However, the current poster shows a box/block while Step 1 still says 'Load the sled and grip the high handles or the frame'. Even if 'Sled Push' is accepted as a movement-pattern family, this Step describes equipment that is not shown. This remains the only P0 blocker.",Use 'often produces less eccentric muscle soreness than...' or 'can allow substantial conditioning volume' with dosing caveat.; Prefer 'brace and maintain a stable/neutral spine' unless posterior pelvic tilt/bench contact is intentionally required.
ea_box_sled_push,Box Sled Push,Calisthenics-Cardio-Plyo-Functional,P0,True,TITLE/POSTER ACCEPTED AS MOVEMENT-FAMILY CONVENTION; STEPS↔POSTER FAIL,BOX_SLED_STEP_IMAGE,Image↔Steps; Purpose/Steps,"Poster shows a box/block push, but Step 1 still says to load a sled and grip sled handles/frame.","Rewrite Steps for the box actually shown, or replace the poster with a true sled-push image."
ea_briskly_walking,Briskly Walking,Calisthenics-Cardio-Plyo-Functional,P2,False,NOT_VERIFIED,DUPLICATE_STEPS,Title↔Steps,"Steps are exactly identical to another differently named exercise: Briskly Walking, Briskly Walking (360 Degrees).","Check whether these are true variants. If the movement differs, rewrite the distinguishing setup/execution cue; if identical, consider alias/dedup metadata."
ea_briskly_walking_360_degrees,Briskly Walking (360 Degrees),Calisthenics-Cardio-Plyo-Functional,P2,False,NOT_VERIFIED,DUPLICATE_STEPS,Title↔Steps,"Steps are exactly identical to another differently named exercise: Briskly Walking, Briskly Walking (360 Degrees).","Check whether these are true variants. If the movement differs, rewrite the distinguishing setup/execution cue; if identical, consider alias/dedup metadata."
ea_butt_kicks,Butt Kicks,Calisthenics-Cardio-Plyo-Functional,P2,False,NOT_VERIFIED,DUPLICATE_STEPS,Title↔Steps,"Steps are exactly identical to another differently named exercise: Butt Kicks, Butt Kicks Slow.","Check whether these are true variants. If the movement differs, rewrite the distinguishing setup/execution cue; if identical, consider alias/dedup metadata."
ea_butt_kicks_slow,Butt Kicks Slow,Calisthenics-Cardio-Plyo-Functional,P2,False,NOT_VERIFIED,DUPLICATE_STEPS,Title↔Steps,"Steps are exactly identical to another differently named exercise: Butt Kicks, Butt Kicks Slow.","Check whether these are true variants. If the movement differs, rewrite the distinguishing setup/execution cue; if identical, consider alias/dedup metadata."
ea_control_balance,Control Balance,Calisthenics-Cardio-Plyo-Functional,P2,False,NOT_VERIFIED,VAGUE_HOLD,Steps,Uses vague timing ('hold for a while/few seconds').,"Use an explicit short pause such as 1–2 seconds, or a defined static-stretch duration when appropriate."
ea_double_kettlebell_sled_push,Double Kettlebell Sled Push,Calisthenics-Cardio-Plyo-Functional,P2,True,ACCEPTED WITH NAMING CAVEAT,PRIOR_REAUDIT,Purpose/Steps,"I accept the catalog's compound naming convention ('implement + sled-push pattern'). Poster and Steps both show two kettlebells pushed on the floor. Recommend user-facing wording 'sled-style push' or an explanatory phrase, but no rename is required for internal taxonomy.",Prefer 'brace and maintain a stable/neutral spine' unless posterior pelvic tilt/bench contact is intentionally required.
ea_dumbbell_iron_cross,Dumbbell Iron Cross,Calisthenics-Cardio-Plyo-Functional,P2,False,NOT_VERIFIED,SPINE_CUE,Steps,Uses 'flat/straight back' as a rigid dynamic cue; for loaded hinges/rows/planks a stable neutral spine is clearer.,Use 'brace and maintain a stable/neutral spine' unless flat contact with a support is the actual goal.
ea_dumbbell_low_windmill,Dumbbell Low Windmill,Calisthenics-Cardio-Plyo-Functional,P2,False,NOT_VERIFIED,SPINE_CUE,Steps,Uses 'flat/straight back' as a rigid dynamic cue; for loaded hinges/rows/planks a stable neutral spine is clearer.,Use 'brace and maintain a stable/neutral spine' unless flat contact with a support is the actual goal.
ea_hand_stand_hold,Hand Stand Hold,Calisthenics-Cardio-Plyo-Functional,P1,True,PASS,PRIOR_REAUDIT,Purpose; Purpose/Steps; Steps,This card was not materially changed in REV2 for the prior finding(s); the previous finding remains open.,"Remove absolute claim; add wall/spotter progression, wrist/shoulder/neck screening, exit strategy and Advanced difficulty.; Replace with 'can', 'may', 'often', 'a useful option', or a specific observable training effect."
ea_hand_stand_hold,Hand Stand Hold,Calisthenics-Cardio-Plyo-Functional,P1,True,PASS,JOINT_LOCK,Purpose; Purpose/Steps; Steps,"Uses 'lock' at a knee/elbow, which can be interpreted as forceful hyperextension.",Use 'fully extend without forceful hyperextension' or simply 'straighten under control'.
ea_hand_stand_hold,Hand Stand Hold,Calisthenics-Cardio-Plyo-Functional,P1,True,PASS,SUPERLATIVE_CLAIM,Purpose; Purpose/Steps; Steps,"Uses a best/most/only/comparative claim without a defined population, outcome or evidence threshold.","State the direct training effect, or soften to 'can', 'may', 'often', 'a useful option' and define the comparison if it matters."
ea_headstand,Headstand,Calisthenics-Cardio-Plyo-Functional,P1,True,PASS,PRIOR_REAUDIT,Purpose/Steps,The direct Purpose↔Steps contradiction is fixed correctly. Keep most load through forearms/shoulders and light crown contact. Still classify as Advanced and add prerequisite/regression/wall-or-spotter/exit guidance before production.,Replace with: 'Keep most of the load supported through the forearms and shoulders; avoid collapsing body weight into the head and neck.' Add prerequisite/spotter/wall/regression guidance.
ea_heavy_bag_sled_drag,Heavy Bag Sled Drag,Calisthenics-Cardio-Plyo-Functional,P1,True,PASS,PRIOR_REAUDIT,Purpose/Steps,"Purpose frames the movement as something used in knee rehabilitation and implies hard knee work without soreness. Keep it as a backward-drag/quad-conditioning option; if rehabilitation is mentioned, qualify it as clinician-led and do not promise symptom outcomes.","None specific. Retain the card, but it should still pass the global linter and image/equipment gate after the H3 generator is updated."
ea_heavy_bag_sled_drag,Heavy Bag Sled Drag,Calisthenics-Cardio-Plyo-Functional,P1,True,PASS,MEDICAL_CLAIM,Purpose/Steps,"Uses rehabilitation, pain-treatment, injury-prevention or symptom language that can read as a therapeutic promise rather than fitness coaching.","Describe the training target. If rehab is mentioned, qualify it as clinician-led and avoid promising symptom relief or injury prevention."
ea_high_knees,High Knees,Calisthenics-Cardio-Plyo-Functional,P1,False,NOT_VERIFIED,FORCED_ROM,Steps,Unqualified maximum-range cue may push a user beyond the range they can control without symptoms or compensation.,"Use the largest controlled, pain-free range available without compensation; regress range if alignment or symptoms deteriorate."
ea_kettlebell_sled_drag,Kettlebell Sled Drag,Calisthenics-Cardio-Plyo-Functional,P2,True,ACCEPTED WITH NAMING CAVEAT,PRIOR_REAUDIT,Purpose/Steps,"Poster/Steps show a kettlebell dragged via strap; accepted as a sled-drag pattern substitute. Keep internal title if desired, but clarify 'sled-style drag' in user-facing copy.",Prefer 'brace and maintain a stable/neutral spine' unless posterior pelvic tilt/bench contact is intentionally required.
ea_kettlebell_windmill,Kettlebell Windmill,Calisthenics-Cardio-Plyo-Functional,P1,True,PASS,SPINE_CUE,Steps,Uses 'flat/straight back' as a rigid dynamic cue; for loaded hinges/rows/planks a stable neutral spine is clearer.,Use 'brace and maintain a stable/neutral spine' unless flat contact with a support is the actual goal.
ea_kettlebell_windmill,Kettlebell Windmill,Calisthenics-Cardio-Plyo-Functional,P1,True,PASS,FORCED_ROM,Steps,Unqualified maximum-range cue may push a user beyond the range they can control without symptoms or compensation.,"Use the largest controlled, pain-free range available without compensation; regress range if alignment or symptoms deteriorate."
ea_landmine_alternating_lunge_and_twist,Landmine Alternating Lunge and Twist,Calisthenics-Cardio-Plyo-Functional,P2,True,PASS,PRIOR_REAUDIT,Purpose/Steps,This card was not materially changed in REV2 for the prior finding(s); the previous finding remains open.,Prefer 'drive through the whole foot/tripod foot' while keeping heel grounded.
ea_landmine_alternating_lunge_to_chest_press,Landmine Alternating Lunge to Chest Press,Calisthenics-Cardio-Plyo-Functional,P2,True,PASS,PRIOR_REAUDIT,Purpose/Steps,This card was not materially changed in REV2 for the prior finding(s); the previous finding remains open.,Prefer 'drive through the whole foot/tripod foot' while keeping heel grounded.
ea_low_box_quick_feet,Low Box Quick Feet,Calisthenics-Cardio-Plyo-Functional,P1,True,PASS,PRIOR_REAUDIT,Purpose; Purpose/Steps,This card was not materially changed in REV2 for the prior finding(s); the previous finding remains open.,"Replace with 'can', 'may', 'often', 'a useful option', or a specific observable training effect."
ea_low_box_quick_feet,Low Box Quick Feet,Calisthenics-Cardio-Plyo-Functional,P1,True,PASS,SUPERLATIVE_CLAIM,Purpose; Purpose/Steps,"Uses a best/most/only/comparative claim without a defined population, outcome or evidence threshold.","State the direct training effect, or soften to 'can', 'may', 'often', 'a useful option' and define the comparison if it matters."
ea_low_sled_push,Low Sled Push,Calisthenics-Cardio-Plyo-Functional,P1,True,PASS,PRIOR_REAUDIT,Purpose; Purpose/Steps,"The 'completely safe' claim is gone, but 'none of the joint impact of sprinting' is still too absolute. Prefer 'little/no landing impact compared with sprinting' because sled pushing still loads joints even without a flight/landing phase.","Replace with a relative claim such as 'offers a hard leg/conditioning stimulus with little landing impact' and keep load/technique caveats.; Replace with relative, observable wording; safety depends on load, technique, symptoms, environment and individual capacity.; Prefer 'brace and maintain a stable/neutral spine' unless posterior pelvic tilt/bench contact is intentionally required.; Use 'move through the largest controlled, pain-free range you can maintain without compensation.'"
ea_low_sled_push,Low Sled Push,Calisthenics-Cardio-Plyo-Functional,P1,True,PASS,ABSOLUTE_SAFETY,Purpose; Purpose/Steps,"Uses an absolute safety/impact claim. Safety depends on load, technique, symptoms, environment and individual capacity.","Use relative, observable wording such as 'lower landing impact than...' or 'a controlled option when performed with appropriate load and technique'."
ea_lying_neck_curls,Lying Neck Curls,Calisthenics-Cardio-Plyo-Functional,P1,True,PASS,PRIOR_REAUDIT,Purpose; Purpose/Steps,"The edit only changed 'matters for' to 'can help'; the posture-correction premise remains. Treat as specialized neck strengthening, start unloaded, and do not present external-load neck flexion as a generic screen-posture fix.","Classify as Advanced/Specialized. Start unloaded; do not recommend external load as a default posture fix. Add neck red flags and regression.; Use neutral wording about the movement/muscles; avoid claiming one exercise reverses a lifestyle/postural problem without assessment.; State: mild muscular effort/tension can be acceptable; sharp, radiating, joint or neurologic pain is a stop signal."
ea_lying_neck_curls,Lying Neck Curls,Calisthenics-Cardio-Plyo-Functional,P1,True,PASS,POSTURE_CAUSAL,Purpose; Purpose/Steps,Attributes posture/tightness to a single lifestyle cause or implies one exercise corrects it without assessment.,Describe the movement/muscles and mobility target; avoid diagnosing a posture problem or promising to reverse it.
ea_lying_neck_curls,Lying Neck Curls,Calisthenics-Cardio-Plyo-Functional,P1,True,PASS,NECK_SPECIALIZED,Purpose; Purpose/Steps,Direct neck loading or large cervical motion is specialized and needs conservative progression and symptom screening.,"Start unloaded or very light, use controlled neutral-to-comfortable range, avoid forcing end range, and stop for sharp/radiating pain, numbness, tingling, dizziness or neurologic symptoms."
ea_lying_neck_extension,Lying Neck Extension,Calisthenics-Cardio-Plyo-Functional,P1,True,PASS,PRIOR_REAUDIT,Purpose; Purpose/Steps,The posture-correction premise remains after softening. Treat as specialized neck strengthening and avoid saying isolated neck extension counteracts forward-head posture from screen use.,"Classify as Advanced/Specialized; use neutral-range control, very light/no load, and avoid medical/postural correction claims.; Use neutral wording about the movement/muscles; avoid claiming one exercise reverses a lifestyle/postural problem without assessment.; State: mild muscular effort/tension can be acceptable; sharp, radiating, joint or neurologic pain is a stop signal."
ea_lying_neck_extension,Lying Neck Extension,Calisthenics-Cardio-Plyo-Functional,P1,True,PASS,POSTURE_CAUSAL,Purpose; Purpose/Steps,Attributes posture/tightness to a single lifestyle cause or implies one exercise corrects it without assessment.,Describe the movement/muscles and mobility target; avoid diagnosing a posture problem or promising to reverse it.
ea_lying_neck_extension,Lying Neck Extension,Calisthenics-Cardio-Plyo-Functional,P1,True,PASS,NECK_SPECIALIZED,Purpose; Purpose/Steps,Direct neck loading or large cervical motion is specialized and needs conservative progression and symptom screening.,"Start unloaded or very light, use controlled neutral-to-comfortable range, avoid forcing end range, and stop for sharp/radiating pain, numbness, tingling, dizziness or neurologic symptoms."
ea_major_groups_muscle_body,Major Groups Muscle Body,Calisthenics-Cardio-Plyo-Functional,P2,False,NOT_VERIFIED,SPINE_CUE,Steps,Uses 'flat/straight back' as a rigid dynamic cue; for loaded hinges/rows/planks a stable neutral spine is clearer.,Use 'brace and maintain a stable/neutral spine' unless flat contact with a support is the actual goal.
ea_major_groups_muscle_body,Major Groups Muscle Body,Calisthenics-Cardio-Plyo-Functional,P2,False,NOT_VERIFIED,TOO_FEW_STEPS,Steps,Only 1 step(s) are present; setup/execution/return may be underspecified.,"Expand to clear setup, execution, control/return and stop/ROM cues where applicable."
ea_med_ball_slam_burpees,Med Ball Slam Burpees,Calisthenics-Cardio-Plyo-Functional,P1,True,PASS,PRIOR_REAUDIT,Purpose/Steps,This card was not materially changed in REV2 for the prior finding(s); the previous finding remains open.,"Replace with 'can', 'may', 'often', 'a useful option', or a specific observable training effect."
ea_mountain_climber_jumps,Mountain Climber Jumps,Calisthenics-Cardio-Plyo-Functional,P2,True,PASS,SPINE_CUE,Steps,Uses 'flat/straight back' as a rigid dynamic cue; for loaded hinges/rows/planks a stable neutral spine is clearer.,Use 'brace and maintain a stable/neutral spine' unless flat contact with a support is the actual goal.
ea_plank_iytw,Plank IYTW,Calisthenics-Cardio-Plyo-Functional,P2,True,PASS,PRIOR_REAUDIT,Purpose/Steps,This card was not materially changed in REV2 for the prior finding(s); the previous finding remains open.,Use neutral wording about the movement/muscles; avoid claiming one exercise reverses a lifestyle/postural problem without assessment.
ea_plank_lunges,Plank Lunges,Calisthenics-Cardio-Plyo-Functional,P2,False,NOT_VERIFIED,SPINE_CUE,Steps,Uses 'flat/straight back' as a rigid dynamic cue; for loaded hinges/rows/planks a stable neutral spine is clearer.,Use 'brace and maintain a stable/neutral spine' unless flat contact with a support is the actual goal.
ea_plate_overhead_carry,Plate Overhead Carry,Calisthenics-Cardio-Plyo-Functional,P1,True,PASS,PRIOR_REAUDIT,Purpose; Purpose/Steps,This card was not materially changed in REV2 for the prior finding(s); the previous finding remains open.,State the direct effect of the exercise without ranking it against another method.
ea_plate_overhead_carry,Plate Overhead Carry,Calisthenics-Cardio-Plyo-Functional,P1,True,PASS,SUPERLATIVE_CLAIM,Purpose; Purpose/Steps,"Uses a best/most/only/comparative claim without a defined population, outcome or evidence threshold.","State the direct training effect, or soften to 'can', 'may', 'often', 'a useful option' and define the comparison if it matters."
ea_pull_sled_or_dog_sled_push,Pull Sled or Dog Sled Push,Calisthenics-Cardio-Plyo-Functional,P1,True,PASS,PRIOR_REAUDIT,Purpose/Steps,"REV2 changed this card, but the edit does not close every prior finding. Keep the unresolved prior action(s) below.","Replace with 'can', 'may', 'often', 'a useful option', or a specific observable training effect.; Use 'often produces less eccentric muscle soreness than...' or 'can allow substantial conditioning volume' with dosing caveat.; Prefer 'brace and maintain a stable/neutral spine' unless posterior pelvic tilt/bench contact is intentionally required."
ea_rebounder_high_knee_runs,Rebounder High Knee Runs,Calisthenics-Cardio-Plyo-Functional,P1,True,PASS,PRIOR_REAUDIT,Purpose/Steps,Purpose uses near-zero-impact wording and recommends the drill when joints are sore. Replace with a relative statement about lower landing impact than running on hard ground and add symptom-based stop guidance.,"None specific. Retain the card, but it should still pass the global linter and image/equipment gate after the H3 generator is updated."
ea_rebounder_knee_pushes,Rebounder Knee Pushes,Calisthenics-Cardio-Plyo-Functional,P1,True,PASS,PRIOR_REAUDIT,Purpose/Steps,This card was not materially changed in REV2 for the prior finding(s); the previous finding remains open.,Keep the card inside fitness scope: describe the training target; add symptom-based stop/referral guidance instead of promising treatment.
ea_single_kettlebell_sled_push,Single Kettlebell Sled Push,Calisthenics-Cardio-Plyo-Functional,P2,True,ACCEPTED WITH NAMING CAVEAT,PRIOR_REAUDIT,Purpose/Steps,"I accept the catalog's compound naming convention. Poster and Steps match a one-kettlebell floor push. Because the Purpose does not explain the substitute-sled convention as clearly as the double-kettlebell version, add 'sled-style' / 'when no sled is available' for user clarity.","Replace with 'can', 'may', 'often', 'a useful option', or a specific observable training effect."
ea_skater_hops,Skater Hops,Calisthenics-Cardio-Plyo-Functional,P1,True,PASS,PRIOR_REAUDIT,Purpose/Steps,This card was not materially changed in REV2 for the prior finding(s); the previous finding remains open.,Keep the card inside fitness scope: describe the training target; add symptom-based stop/referral guidance instead of promising treatment.
ea_ski_ergometer_cross_country_ski_alternating_arm_pull,Ski Ergometer Cross Country Ski Alternating Arm Pull,Calisthenics-Cardio-Plyo-Functional,P2,False,NOT_VERIFIED,DUPLICATE_STEPS,Title↔Steps,"Steps are exactly identical to another differently named exercise: Ski Ergometer Cross Country Ski Alternating Arm Pull, Ski Ergometer Cross Country Ski Alternating Arm Pulls.","Check whether these are true variants. If the movement differs, rewrite the distinguishing setup/execution cue; if identical, consider alias/dedup metadata."
ea_ski_ergometer_cross_country_ski_alternating_arm_pulls,Ski Ergometer Cross Country Ski Alternating Arm Pulls,Calisthenics-Cardio-Plyo-Functional,P2,False,NOT_VERIFIED,DUPLICATE_STEPS,Title↔Steps,"Steps are exactly identical to another differently named exercise: Ski Ergometer Cross Country Ski Alternating Arm Pull, Ski Ergometer Cross Country Ski Alternating Arm Pulls.","Check whether these are true variants. If the movement differs, rewrite the distinguishing setup/execution cue; if identical, consider alias/dedup metadata."
ea_sled_battle_rope_pull,Sled Battle Rope Pull,Calisthenics-Cardio-Plyo-Functional,P1,True,PASS,PRIOR_REAUDIT,Purpose/Steps,"REV2 changed this card, but the edit does not close every prior finding. Keep the unresolved prior action(s) below.",Use 'often produces less eccentric muscle soreness than...' or 'can allow substantial conditioning volume' with dosing caveat.; Prefer 'brace and maintain a stable/neutral spine' unless posterior pelvic tilt/bench contact is intentionally required.
ea_stationary_exercise_bike,Stationary Exercise Bike,Calisthenics-Cardio-Plyo-Functional,P2,False,NOT_VERIFIED,SPINE_CUE,Steps,Uses 'flat/straight back' as a rigid dynamic cue; for loaded hinges/rows/planks a stable neutral spine is clearer.,Use 'brace and maintain a stable/neutral spine' unless flat contact with a support is the actual goal.
ea_stepmill_machine_steps,Stepmill Machine Steps,Calisthenics-Cardio-Plyo-Functional,P2,True,PASS,PRIOR_REAUDIT,Purpose/Steps,This card was not materially changed in REV2 for the prior finding(s); the previous finding remains open.,Prefer 'drive through the whole foot/tripod foot' while keeping heel grounded.
ea_the_wall_ball,The Wall Ball,Calisthenics-Cardio-Plyo-Functional,P2,True,PASS,PRIOR_REAUDIT,Purpose/Steps,This card was not materially changed in REV2 for the prior finding(s); the previous finding remains open.,Qualify the target: 'about ... if comfortable and controlled' or use available pain-free ROM.
ea_tyre_flip,Tyre Flip,Calisthenics-Cardio-Plyo-Functional,P1,True,PASS,PRIOR_REAUDIT,Purpose/Steps,"Neutral-spine wording is fixed, but advanced/high-load awkward-object safety metadata and progression/regression guidance remain open.","Use 'brace the trunk and maintain a controlled spinal position'; add Advanced classification and load/regression guidance.; Require difficulty, prerequisites, regressions and relevant joint/region safety tags before publication."
ea_tyre_hammering,Tyre Hammering,Calisthenics-Cardio-Plyo-Functional,P1,True,PASS,PRIOR_REAUDIT,Purpose/Steps,This card was not materially changed in REV2 for the prior finding(s); the previous finding remains open.,"Add safety zone, eye/hand protection context if appropriate, controlled rebound, and Advanced/Intermediate classification.; Require difficulty, prerequisites, regressions and relevant joint/region safety tags before publication."
ea_unilateral_box_jump,Unilateral Box Jump,Calisthenics-Cardio-Plyo-Functional,P1,True,PASS,KNEE_TOE_RULE,Purpose/Steps,Uses knee-behind-toes / knee-past-toes as a universal rule. Knee travel can be normal; alignment and control matter more.,"Cue a stable whole foot and knee tracking in line with the toes; let range depend on controlled, pain-free mechanics."
ea_unilateral_box_jump_bilateral_deceleration,Unilateral Box Jump - Bilateral Deceleration,Calisthenics-Cardio-Plyo-Functional,P2,True,PASS,PRIOR_REAUDIT,Purpose/Steps,"Purpose uses 'as safe as possible' / knee-progression language. Describe the bilateral landing as an easier-to-control deceleration strategy, not a safety guarantee or knee treatment progression.","None specific. Retain the card, but it should still pass the global linter and image/equipment gate after the H3 generator is updated."
ea_barbell_hooklying_bench_press,Barbell Hooklying Bench Press,Chest,P2,True,PASS,PRIOR_REAUDIT,Purpose/Steps,This card was not materially changed in REV2 for the prior finding(s); the previous finding remains open.,Prefer 'brace and maintain a stable/neutral spine' unless posterior pelvic tilt/bench contact is intentionally required.
ea_barbell_hooklying_bench_press_close_elbows,Barbell Hooklying Bench Press Close Elbows,Chest,P2,True,PASS,PRIOR_REAUDIT,Purpose/Steps,This card was not materially changed in REV2 for the prior finding(s); the previous finding remains open.,Prefer 'brace and maintain a stable/neutral spine' unless posterior pelvic tilt/bench contact is intentionally required.
ea_cable_low_fly,Cable Low Fly,Chest,P2,False,NOT_VERIFIED,SPINE_CUE,Steps,Uses 'flat/straight back' as a rigid dynamic cue; for loaded hinges/rows/planks a stable neutral spine is clearer.,Use 'brace and maintain a stable/neutral spine' unless flat contact with a support is the actual goal.
ea_cable_machine_low_to_high,Cable Machine Low to High,Chest,P2,False,NOT_VERIFIED,SPINE_CUE,Steps,Uses 'flat/straight back' as a rigid dynamic cue; for loaded hinges/rows/planks a stable neutral spine is clearer.,Use 'brace and maintain a stable/neutral spine' unless flat contact with a support is the actual goal.
ea_cable_middle_fly,Cable Middle Fly,Chest,P2,False,NOT_VERIFIED,SPINE_CUE,Steps,Uses 'flat/straight back' as a rigid dynamic cue; for loaded hinges/rows/planks a stable neutral spine is clearer.,Use 'brace and maintain a stable/neutral spine' unless flat contact with a support is the actual goal.
ea_cable_standing_up_straight_crossovers,Cable Standing Up Straight Crossovers,Chest,P2,False,NOT_VERIFIED,SPINE_CUE,Steps,Uses 'flat/straight back' as a rigid dynamic cue; for loaded hinges/rows/planks a stable neutral spine is clearer.,Use 'brace and maintain a stable/neutral spine' unless flat contact with a support is the actual goal.
ea_chest_fly_low_to_high_resistance_band,Chest Fly Low to High Resistance Band,Chest,P2,False,NOT_VERIFIED,SPINE_CUE,Steps,Uses 'flat/straight back' as a rigid dynamic cue; for loaded hinges/rows/planks a stable neutral spine is clearer.,Use 'brace and maintain a stable/neutral spine' unless flat contact with a support is the actual goal.
